metesdescriptiongisid	metesdescription	governmentshape
22201	7124	12757
22202	7124	12759
22203	7124	12763
22204	7124	12764
22205	7124	12765
22206	7124	12766
22207	7124	12767
22208	7124	12768
22209	7127	12769
22210	7124	12770
22211	7124	12772
22212	7124	12773
22214	7124	12775
22215	7124	12776
22216	7124	12777
22217	7124	12778
22219	7124	12781
22220	7124	12783
22221	7124	12784
22222	7124	12785
22223	7124	12786
22224	7124	12787
22225	7124	12788
22226	7124	12791
22228	7124	12795
22229	7124	12796
22230	7124	12797
22231	7124	12798
22232	7124	12800
22233	7124	12801
22235	7124	12908
22236	7124	12909
22238	7124	12918
22239	7124	12919
22240	7124	12920
22241	7124	12921
22242	7124	12922
22243	7124	12923
22244	7124	12924
22245	7124	12925
22246	7124	12926
22247	7124	12927
22248	7124	12929
22249	7124	12930
22250	7124	12939
22251	7124	12940
22252	7124	12943
22253	7124	12944
22254	7124	12945
22255	7124	12946
22256	7124	12947
22257	7124	12948
22258	7124	12949
22259	7124	12950
22260	7124	12951
22261	7124	12952
22262	7124	12953
22263	7124	12988
22264	7124	12997
22265	7124	12998
22266	7124	13002
22267	7124	13003
22268	7124	13004
22269	7124	13005
22270	7124	13006
22271	7124	13007
22272	7124	13008
22273	7124	13009
22274	7124	13011
22275	7124	13012
22276	7124	13013
22277	7124	13014
22278	7124	13017
22279	7124	13018
22280	7124	13019
22281	7124	13021
22282	7124	13022
22283	7124	13023
22284	7124	13024
22285	7124	13025
22286	7124	13032
22288	7124	13044
22289	7124	13045
22290	7124	13046
22291	7124	13047
22292	7124	13048
22294	7124	13055
22295	7124	13056
22296	7124	13057
22297	7124	13058
22298	7124	13059
22299	7124	13060
22300	7124	13061
22301	7124	13062
22303	7124	13064
22304	7124	13065
22307	7124	13068
22308	7124	13069
22309	7124	13070
22310	7124	13071
22311	7124	13072
22312	7124	13074
22313	7124	13075
22314	7124	13076
22315	7124	13077
22316	7124	13079
22317	7124	13080
22318	7124	13081
22319	7124	13082
22320	7124	13083
22321	7124	13084
22323	7124	13086
22324	7124	13087
22325	7124	13088
22326	7124	13089
22327	7124	13090
22328	7124	13091
22329	7124	13092
22330	7124	13093
22331	7124	13094
22332	7124	13095
22333	7124	13100
22334	7124	13101
22335	7124	13102
22336	7124	13103
22337	7124	13104
22338	7124	13105
22339	7124	13106
22340	7124	13107
22341	7124	13108
22342	7124	13109
22343	7124	13110
22345	7124	13112
22346	7124	13113
22347	7124	13114
22348	7124	13115
22349	7124	13116
22350	7124	13117
22351	7124	13118
22352	7124	13120
22353	7124	13121
22354	7124	13123
22355	7124	13125
22356	7124	13126
22357	7124	13127
22358	7124	13128
22359	7124	13129
22360	7124	13130
22361	7124	13131
22362	7124	13160
22363	7124	13162
22364	7124	13163
22365	7124	13164
22366	7124	13165
22367	7124	13166
22368	7124	13167
22369	7124	13168
22370	7124	13169
22371	7124	13170
22372	7124	13171
22373	7124	13172
22374	7124	13173
22375	7124	13174
22376	7124	13175
22377	7124	13176
22378	7124	13177
22379	7124	13178
22380	7124	13179
22381	7124	13180
22382	7124	13181
22383	7124	13182
22384	7124	13196
22385	7124	13197
22386	7124	13200
22387	7124	13202
22388	7124	13203
22389	7124	13207
22390	7124	13209
22391	7124	13210
22394	7124	13214
22395	7124	13215
22396	7124	13216
22397	7124	13217
22398	7124	13218
22399	7124	13219
22400	7124	13220
22401	7124	13221
22402	7124	13222
22403	7124	13223
22404	7124	13224
22405	7124	13228
22406	7124	13229
22407	7124	13230
22408	7124	13232
22411	7124	14059
22412	7124	14094
22413	7124	14110
22414	7124	14234
22415	7124	14235
22416	7124	14236
22418	7124	14245
22419	7124	14246
22420	7124	14247
22421	7124	14248
22422	7124	14249
22423	7124	14251
22424	7124	14257
22425	7124	14331
22427	7124	14336
22428	7124	14337
22429	7124	14338
22430	7124	14339
22431	7124	14340
22432	7124	14341
22433	7124	14342
22434	7124	14344
22435	7124	14345
22436	7124	14346
22437	7124	14347
22438	7124	14348
22439	7124	14349
22440	7124	14350
22441	7124	14378
22442	7124	14379
22443	7124	14380
22444	7124	14381
22445	7124	14383
22446	7124	14384
22447	7124	14387
22448	7124	14388
22449	7124	14389
22450	7124	14390
22451	7124	14391
22452	7124	14397
22453	7124	14398
22454	7124	14399
22455	7124	14400
22456	7124	14416
22457	7124	14417
22458	7124	14418
22459	7124	14419
22460	7124	14420
22461	7124	14421
22462	7124	14422
22463	7124	14423
22464	7124	14424
22465	7124	14427
22466	7124	14428
22467	7124	14445
22468	7124	14446
22469	7124	14447
22470	7124	14448
22471	7124	14449
22472	7124	14450
22473	7124	14451
22474	7124	14452
22475	7124	14526
22477	7124	14529
22478	7124	14530
22480	7124	14535
22481	7124	14536
22482	7124	14537
22483	7124	14551
22485	7124	14553
22486	7124	14554
22487	7124	14555
22488	7124	14556
22489	7124	14558
22490	7124	14637
22495	7124	15145
22496	7124	15146
22497	7124	15151
22498	7124	15152
22499	7124	15153
22500	7124	15154
22501	7124	15155
22502	7124	15156
22503	7124	15157
22504	7124	15159
22505	7124	15160
22506	7124	15161
22507	7124	15162
22508	7124	15163
22509	7124	15164
22510	7124	15166
22511	7124	15167
22512	7124	15169
22513	7124	15170
22514	7124	15171
22515	7124	15172
22516	7124	15177
22517	7124	15182
22518	7124	15183
22519	7124	15185
22520	7124	15188
22521	7124	15189
22522	7124	15194
22523	7124	15195
22524	7124	15197
22525	7124	15198
22526	7124	15205
22527	7124	15208
22528	7124	15209
22529	7124	15211
22530	7124	15220
22531	7124	15231
22532	7124	15240
22533	7124	15242
22534	7124	15321
22535	7124	28793
22536	7124	28794
22537	7124	28795
22538	7124	28796
22539	7124	28797
22540	7124	28798
22541	7124	28799
22542	7124	28800
22543	7124	28801
22544	7124	28802
22545	7124	28803
22546	7124	28804
22547	7124	28806
22550	7124	28809
22551	7124	28810
22552	7124	28811
22553	7124	28812
22554	7124	28813
22555	7124	28814
22556	7124	28815
22557	7124	28816
22558	7124	28817
22559	7124	28818
22560	7124	28819
22561	7124	28820
22562	7124	28821
22563	7124	28920
22564	7124	28921
22565	7124	28990
22566	7124	28991
22567	7124	28992
22568	7124	28993
22569	7124	28994
22570	7124	28995
22571	7124	28996
22572	7124	28997
22573	7124	28998
22574	7124	28999
22575	7124	29000
22576	7124	29001
22577	7124	29002
22578	7124	29003
22579	7124	29144
22580	7124	29145
22581	7124	29146
22582	7124	29147
22583	7124	29148
22584	7124	29150
22585	7124	29151
22586	7124	29158
22589	7124	29161
22590	7124	29162
22591	7124	29175
22592	7124	29176
22593	7124	29177
22594	7124	29178
22595	7124	29203
22596	7124	29205
22597	7124	29206
22598	7124	29500
22599	7124	29504
22600	7124	29506
22601	7124	29507
22602	7124	29508
22603	7124	29509
22604	7124	29510
22605	7124	29511
22606	7124	29512
22607	7124	29513
22608	7124	29514
22609	7124	29515
22610	7124	29516
22612	7124	29518
22613	7124	29519
22614	7124	29522
22615	7124	29574
22616	7124	29575
22617	7124	29601
22618	7124	29602
22619	7124	29604
22620	7124	29605
22621	7124	29606
22622	7124	29607
22623	7124	29609
22624	7124	29611
22625	7124	29612
22626	7124	29613
22627	7124	29615
22628	7124	29617
22629	7124	29618
22630	7124	29619
22631	7124	29620
22632	7124	29621
22633	7124	29623
22634	7124	29625
22635	7124	29627
22636	7124	29629
22637	7124	29630
22638	7124	29631
22639	7124	29632
22640	7124	29633
22641	7124	29634
22642	7124	29635
22643	7124	29692
22644	7124	29693
22645	7124	29694
22646	7124	29695
22647	7124	29696
22648	7124	29698
22649	7124	29699
22650	7124	29700
22651	7124	29701
22652	7124	29702
22653	7124	29703
22654	7124	29704
22655	7124	29705
22656	7124	29706
22657	7124	29707
22658	7124	29708
22659	7124	29709
22660	7124	29711
22661	7124	29712
22662	7124	29713
22663	7124	29714
22664	7124	29715
22665	7124	29716
22666	7124	29717
22667	7124	29718
22668	7124	29719
22669	7124	29720
22670	7124	29721
22671	7124	29722
22672	7124	29723
22673	7124	29724
22674	7124	29725
22675	7124	29726
22676	7124	29727
22677	7124	29728
22678	7124	29729
22679	7124	29730
22680	7124	29731
22681	7124	29732
22682	7124	29733
22683	7124	29734
22684	7124	29735
22685	7124	29736
22686	7124	29737
22687	7124	29738
22688	7124	29739
22689	7124	29740
22690	7124	29741
22691	7124	29742
22692	7124	29743
22693	7124	29744
22694	7124	29745
22696	7124	29747
22697	7124	29748
22698	7124	29749
22699	7124	29750
22700	7124	29751
22701	7124	29752
22702	7124	29754
22703	7124	29755
22704	7124	29757
22705	7124	29758
22706	7124	29759
22707	7124	29760
22709	7124	29763
22712	7124	29767
22713	7124	29769
22714	7124	29777
22715	7124	29908
22716	7124	29909
22717	7124	29911
22718	7124	29912
22719	7124	29913
22720	7124	29914
22721	7124	29915
22723	7124	29918
22724	7124	29919
22727	7124	29923
22728	7124	29924
22729	7124	29925
22730	7124	29930
22731	7124	29931
22732	7124	29932
22733	7124	29933
22734	7124	29934
22735	7124	29936
22736	7124	29937
22737	7124	29938
22738	7124	29939
22739	7124	29946
22740	7124	29982
22741	7124	30002
22742	7124	30003
22743	7124	30005
22744	7124	30006
22745	7124	30007
22746	7124	30008
22747	7124	30009
22748	7124	30010
22749	7124	30011
22750	7124	30012
22751	7124	30013
22752	7124	30016
22753	7124	30017
22754	7124	30018
22755	7124	30019
22756	7124	30020
22757	7124	30021
22758	7124	30022
22759	7124	30023
22760	7124	30024
22761	7127	30025
22762	7124	30026
22763	7124	30027
22764	7124	30031
22765	7124	30032
22766	7124	30033
22767	7124	30034
22768	7124	30035
22769	7124	30036
22770	7124	30037
22771	7124	30038
22772	7124	30040
22773	7124	30042
22774	7124	30043
22775	7124	30044
22776	7124	30045
22777	7124	30121
22778	7124	30127
22779	7124	30130
22781	7124	30134
22782	7124	30135
22783	7124	30136
22784	7124	30137
22786	7124	30141
22787	7124	30142
22788	7124	30143
22789	7124	30144
22790	7124	30145
22791	7124	30146
22792	7124	30147
22793	7124	30148
22795	7124	30151
22796	7124	30154
22798	7124	30156
22799	7124	30157
22800	7124	30158
22802	7124	30168
22803	7124	30169
22804	7124	30170
22805	7124	30171
22806	7124	30172
22807	7124	30173
22809	7124	30175
22810	7124	30176
22811	7124	30177
22812	7124	30178
22813	7124	30179
22814	7124	30180
22815	7124	30181
22816	7124	30182
22817	7124	30183
22818	7124	30184
22819	7124	30185
22820	7124	30186
22821	7124	30187
22822	7124	30188
22823	7124	30189
22824	7124	30190
22825	7124	30191
22826	7124	30192
22827	7124	30193
22828	7124	30194
22829	7124	30195
22830	7124	30196
22831	7124	30197
22832	7124	30198
22833	7124	30200
22834	7124	30201
22835	7124	30202
22836	7124	30203
22837	7124	30204
22838	7124	30228
22839	7124	30232
22840	7124	30234
22841	7124	30238
22842	7124	30239
22843	7124	30240
22844	7124	30246
22845	7124	30247
22846	7124	30253
22847	7124	30264
22848	7124	30266
22849	7124	30279
22850	7124	30280
22851	7124	30282
22852	7124	30284
22853	7124	30290
22854	7124	30293
22855	7124	30294
22856	7124	30295
22857	7124	30299
22858	7124	30301
22859	7124	30302
22860	7124	30303
22862	7124	30306
22863	7124	30307
22865	7124	30316
22866	7124	30324
22867	7124	30328
22868	7124	30339
22869	7124	30340
22870	7124	30383
22871	7124	30387
22872	7124	30405
22874	7124	30417
22875	7124	30418
22876	7124	30419
22877	7124	30427
22878	7124	30428
22879	7124	30429
22880	7124	30430
22883	7124	30434
22884	7124	30441
22886	7124	30447
22887	7124	30448
22888	7124	30449
22889	7124	30450
22890	7124	30451
22891	7124	30454
22892	7124	30495
22893	7124	30496
22894	7124	30497
22895	7124	30498
22896	7124	30499
22897	7124	30500
22898	7124	30501
22899	7124	30502
22900	7124	30510
22901	7124	30511
22902	7124	30512
22904	7124	30514
22905	7124	30650
22906	7124	30651
22907	7127	30657
22908	7127	30658
22909	7124	30659
22910	7124	30660
22911	7124	30662
22912	7124	30663
22913	7124	30664
22914	7124	30665
22915	7124	30666
22916	7124	30667
22917	7124	30668
22918	7124	30669
22919	7124	30670
22920	7124	30671
22921	7124	30673
22922	7124	30674
22923	7124	30675
22924	7124	30676
22925	7124	30677
22926	7124	30678
22927	7124	30679
22928	7124	30680
22929	7124	30681
22931	7124	30683
22932	7124	30684
22933	7124	30685
22934	7124	30686
22935	7124	30687
22937	7124	30689
22938	7124	30690
22939	7124	30691
22940	7124	30692
22941	7124	30693
22943	7124	30695
22945	7124	30697
22946	7124	30698
22947	7124	30699
22948	7124	30700
22949	7124	30701
22950	7124	30702
22951	7124	30704
22953	7124	30706
22954	7124	30708
22956	7124	30710
22957	7124	30711
22958	7124	30717
22959	7124	30718
22960	7124	30719
22961	7124	30724
22962	7124	30725
22963	7124	30726
22964	7124	30727
22965	7124	30728
22966	7124	30729
22967	7124	30730
22968	7124	30731
22969	7124	30751
22970	7124	30752
22971	7124	31048
22972	7124	31051
22973	7124	31052
22974	7124	31055
22975	7124	31056
22976	7124	31061
22977	7124	31063
22978	7124	31064
22979	7124	31065
22980	7124	31066
22981	7124	31067
22982	7124	31068
22983	7124	31069
22984	7124	31071
22985	7124	31072
22986	7124	31073
22987	7124	31074
22988	7124	31075
22989	7124	31076
22990	7124	31077
22991	7124	31078
22992	7124	31080
22993	7124	31081
22994	7124	31084
22995	7124	31085
22996	7124	31086
22997	7124	31087
22998	7124	31088
22999	7124	31090
23000	7124	31091
23001	7124	31092
23002	7124	31093
23003	7124	31094
23004	7124	31095
23005	7124	31096
23006	7124	31099
23007	7124	31100
23008	7124	31101
23010	7124	31103
23011	7124	31104
23012	7124	31105
23013	7124	31106
23014	7124	31107
23015	7124	31111
23016	7124	31112
23017	7124	31113
23018	7124	31114
23019	7124	31115
23020	7124	31116
23021	7124	31117
23022	7124	31124
23023	7124	31125
23024	7124	31126
23025	7124	31127
23026	7124	31128
23027	7124	31129
23028	7124	31130
23029	7124	31132
23030	7124	31133
23031	7124	31135
23032	7124	31136
23033	7124	31137
23034	7124	31138
23035	7124	31139
23036	7124	31140
23037	7124	31143
23038	7124	31144
23039	7124	31150
23040	7124	31157
23041	7124	31158
23042	7124	31159
23043	7124	31160
23044	7124	31162
23045	7124	31163
23046	7124	31164
23047	7124	31165
23048	7124	31166
23049	7124	31167
23050	7124	31168
23051	7124	31169
23052	7124	31171
23054	7124	31174
23055	7124	31175
23056	7124	31176
23057	7124	31178
23058	7124	31179
23059	7124	31182
23060	7124	31183
23061	7124	31186
23062	7124	31187
23063	7124	31188
23064	7124	31189
23065	7124	31190
23066	7124	31191
23067	7124	31192
23068	7124	31195
23069	7124	31196
23070	7124	31197
23071	7124	31198
23072	7124	31199
23073	7124	31200
23074	7124	31201
23075	7124	31203
23076	7124	31204
23077	7124	31205
23078	7124	31206
23079	7124	31207
23080	7124	31208
23081	7124	31209
23082	7124	31210
23083	7124	31212
23084	7124	31213
23085	7124	31214
23086	7124	31215
23087	7124	31216
23088	7124	31217
23089	7124	31218
23090	7124	31219
23091	7124	31220
23092	7124	31222
23093	7124	31223
23094	7124	31224
23095	7124	31225
23096	7124	31226
23097	7124	31227
23098	7124	31228
23099	7124	31229
23100	7124	31230
23101	7124	31233
23102	7124	31236
23103	7124	31240
23104	7124	31241
23105	7124	31242
23106	7124	31243
23107	7124	31245
23108	7124	31246
23109	7124	31247
23110	7124	31248
23111	7124	31249
23112	7124	31250
23113	7124	31251
23114	7124	31252
23115	7124	31254
23116	7124	31255
23117	7124	31256
23118	7124	31257
23119	7124	31258
23120	7124	31259
23121	7124	31260
23122	7124	31261
23123	7124	31262
23126	7124	31293
23127	7124	31294
23128	7124	31295
23129	7124	31296
23130	7124	31300
23131	7124	31301
23132	7124	31302
23133	7124	31303
23134	7124	31304
23135	7124	31305
23136	7124	31306
23137	7124	31307
23138	7124	31308
23139	7124	31309
23140	7124	31310
23141	7124	31311
23142	7124	31312
23143	7124	31313
23144	7124	31314
23145	7124	31338
23146	7124	31339
23147	7124	31341
23148	7124	31441
23149	7124	31442
23151	7124	31532
23152	7124	31533
23153	7124	31534
23154	7124	31536
23155	7124	31537
23156	7124	31538
23157	7124	31540
23158	7124	31542
23159	7124	31543
23160	7124	31544
23161	7124	31546
23163	7124	31548
23169	7124	31557
23170	7124	31558
23171	7124	31571
23172	7124	31572
23173	7124	31573
23174	7124	31574
23175	7124	31575
23176	7124	31576
23177	7124	31577
23178	7124	31578
23179	7124	31579
23180	7124	31582
23181	7124	31611
23182	7124	31612
23183	7124	31613
23184	7124	31614
23185	7124	31615
23186	7124	31616
23187	7124	31617
23188	7124	31618
23189	7124	31619
23190	7124	31620
23191	7124	31621
23192	7124	31622
23193	7124	31623
23194	7124	31624
23195	7124	31626
23196	7124	31627
23197	7124	31628
23198	7124	31659
23199	7124	31662
23200	7124	31664
23201	7124	31666
23202	7124	31667
23203	7124	31668
23204	7124	31725
23205	7124	31726
23206	7124	31727
23207	7124	31729
23208	7124	31730
23209	7124	31731
23210	7124	31732
23211	7124	31733
23212	7124	31734
23213	7124	31735
23214	7124	31736
23215	7124	31737
23216	7124	31740
23217	7124	31741
23218	7124	31742
23219	7124	31743
23220	7124	31744
23221	7124	31745
23222	7124	31746
23223	7124	31747
23224	7124	31755
23225	7124	31776
23226	7124	31777
23227	7124	31778
23228	7124	31779
23229	7124	31780
23230	7124	31781
23231	7124	31782
23232	7124	31784
23233	7124	31785
23234	7124	31786
23235	7124	31787
23236	7127	31793
23237	7124	31796
23238	7124	31813
23239	7124	31814
23240	7124	31815
23241	7124	31816
23242	7124	31817
23243	7124	31818
23244	7124	31819
23245	7124	31820
23246	7124	31821
23247	7124	31822
23248	7124	31823
23249	7124	31824
23250	7124	31825
23251	7124	31826
23252	7124	31827
23253	7124	31828
23254	7124	31829
23255	7124	31830
23256	7124	31832
23257	7124	31833
23258	7124	31834
23259	7127	31845
23260	7127	31846
23261	7127	31847
23262	7127	31848
23263	7127	31849
23264	7127	31850
23265	7127	31851
23266	7124	31852
23267	7124	31853
23268	7124	31854
23269	7124	31855
23270	7124	31856
23271	7124	31857
23272	7124	31858
23273	7124	31859
23274	7124	31860
23275	7124	31861
23276	7124	754
23277	7124	29928
23278	7124	29929
23279	7124	4746
23280	7124	4397
23281	7124	14244
23282	7124	186
23283	7124	4878
23284	7124	109
23285	7124	2899
23286	7124	1734
23287	7124	29770
23289	7129	326
23290	7132	31813
23291	7132	31814
23292	7130	31813
23293	7130	31814
23294	7130	31815
23295	7133	3003
23296	7135	31871
23297	7135	31872
23298	7135	3003
23299	7135	31870
23300	7134	31870
23301	7134	31872
23302	7134	3003
23303	7124	29778
23304	7124	12794
23305	7124	1828
23306	7124	15241
23307	7124	5655
23314	7124	31875
23315	6286	31875
23316	6506	31875
23317	6506	31876
23318	7124	31876
23319	6286	31876
23320	6286	31877
23321	7124	31877
23322	6506	31877
23323	7119	4953
23324	823	31877
23325	7124	31878
23326	6506	31878
23327	6286	31878
23328	7136	31875
23329	6506	31879
23330	7124	31879
23331	6286	31879
23335	7124	31880
23336	6506	31880
23337	6286	31880
23338	6506	31449
23339	6286	31449
23340	7124	31449
23341	7137	31879
23342	7138	31449
23343	7139	31878
23344	6286	31881
23345	6506	31881
23346	7124	31881
23347	5427	31881
23348	6286	31882
23349	6506	31882
23350	7124	31882
23351	5431	31882
23352	6506	31883
23353	7124	31883
23354	6286	31883
23355	7124	31884
23356	6506	31884
23357	6286	31884
23358	7124	31885
23359	6286	31885
23360	6506	31885
23361	5429	31884
23362	5430	31885
23363	5428	31883
23364	6506	31886
23365	6286	31886
23366	7124	31886
23367	7124	31887
23368	6506	31887
23369	6286	31887
23370	7124	31888
23371	6286	31888
23372	6506	31888
23373	7124	31889
23374	6506	31889
23375	6286	31889
23376	7118	31889
23377	7117	31888
23378	7117	31887
23379	7140	31888
23380	6506	31890
23381	7124	31890
23382	6286	31890
23383	7141	14110
23384	5617	14224
23385	5617	14201
23386	5609	14222
23387	5615	31891
23388	5615	14201
23389	5615	14200
23390	5615	14221
23391	7145	14221
23392	7145	14201
23393	7145	14200
23394	5608	31892
23395	5617	31893
23396	7145	31894
23397	5617	31894
23398	5615	31894
23399	7144	14222
23400	7144	14224
23401	7144	14201
23402	7143	14223
23403	7142	14221
23404	7142	14226
23405	7142	14225
23406	7142	14223
23407	7142	31891
23408	7142	14222
23409	7142	14224
23410	7142	14201
23411	644	5069
23412	7147	4594
23413	7124	31895
23414	7124	2739
23415	7148	2739
23416	7149	5394
23417	7150	3250
23420	7124	5279
23421	3110	5279
23426	7124	31898
23428	7124	31900
23429	3110	31900
23433	7124	31899
23434	7124	31903
23435	7124	31896
23436	45	31896
23437	7152	31903
23438	7152	31900
23439	7152	1949
23440	7151	31899
23441	7151	31896
23442	7151	31903
23443	7151	1949
23444	7151	31900
23445	7124	31904
23446	597	31904
23447	7124	31905
23448	7124	31906
23449	7124	31907
23450	7124	31908
23451	7124	31909
23452	7124	31910
23453	7124	31911
23454	7124	31912
23455	7124	31913
23456	7124	31914
23457	7124	31915
23458	7124	31916
23459	7154	1868
23460	7154	5026
