affectedgovernmentpartid	governmentfrom	affectedtypefrom	governmentto	affectedtypeto	governmentformto
20093	5385	16	5385	16	8
20094	5385	16	5385	16	9
20095	5385	16	5385	16	\N
20096	5385	18	5385	18	\N
20097	5386	16	5386	16	\N
20098	5387	12	5387	12	\N
20099	5387	16	5387	16	\N
20100	5388	16	5388	16	93
20101	5388	16	5388	16	\N
20102	5389	11	3614	4	111
20103	5389	11	5388	4	111
20104	5389	11	5388	7	111
20105	5389	16	5389	16	8
20106	5389	16	5389	16	9
20107	5389	16	5389	16	\N
20108	5390	2	4220	2	\N
20109	5390	2	5839	2	\N
20110	5390	16	5390	16	8
20111	5390	16	5390	16	9
20112	5390	16	5390	16	\N
20114	5391	16	5391	16	9
20115	5391	16	5391	16	\N
20116	5392	11	5811	7	\N
20117	5392	11	7003	4	111
20118	5392	14	6066	14	\N
20119	5392	14	6199	14	\N
20120	5392	16	5392	16	8
20121	5392	16	5392	16	9
20122	5392	16	5392	16	104
20123	5392	16	5392	16	\N
20124	5393	2	5293	2	\N
20125	5393	11	4320	4	111
20126	5393	11	4320	7	\N
20127	5393	11	4502	4	149
20128	5393	11	4502	7	\N
20129	5393	11	5252	4	111
20130	5393	16	5393	16	9
20131	5393	16	5393	16	\N
20132	5393	18	5393	18	\N
20133	5394	2	6108	2	\N
20134	5394	8	5394	8	\N
20135	5394	11	4099	4	7
20136	5394	11	6148	4	111
20137	5394	11	6822	7	143
20138	5394	16	5394	16	9
20139	5394	16	5394	16	\N
20140	5395	2	3714	2	\N
20141	5395	2	5601	2	\N
20142	5395	11	6680	4	\N
20143	5395	11	6823	4	\N
20144	5395	11	6836	4	\N
20145	5395	12	4527	12	\N
20146	5395	16	5395	16	9
20147	5395	16	5395	16	\N
20148	5395	18	5395	18	\N
20149	5396	2	4464	2	\N
20150	5396	2	5019	2	\N
20151	5396	2	5033	2	\N
20152	5396	2	5675	2	\N
20153	5396	2	5827	2	\N
20154	5396	11	3711	7	\N
20155	5396	11	4008	4	7
20156	5396	11	4395	7	\N
20157	5396	11	6621	4	\N
20158	5396	11	52004	7	\N
20159	5396	11	54604	4	7
20160	5396	16	5396	16	9
20161	5396	16	5396	16	\N
20162	5396	18	5396	18	\N
20163	5397	11	3556	4	7
20164	5397	11	3630	4	7
20165	5397	11	3739	4	7
20166	5397	16	5397	16	9
20167	5397	16	5397	16	\N
20168	5398	2	4488	2	\N
20169	5398	2	4840	2	\N
20170	5399	11	3509	7	\N
20171	5399	11	5520	7	\N
20172	5399	14	5520	14	\N
20173	5399	16	5399	16	9
20174	5399	16	5399	16	\N
20175	5400	11	4731	4	111
20176	5400	11	5193	4	111
20177	5400	11	5456	4	111
20178	5400	11	5456	7	\N
20179	5400	11	5576	7	\N
20180	5400	11	6621	4	7
20181	5400	12	5400	12	\N
20182	5400	16	5400	16	8
20183	5400	16	5400	16	9
20184	5400	16	5400	16	\N
20185	5400	18	5400	18	\N
20186	5401	2	5797	2	\N
20187	5401	11	4633	4	7
20188	5401	11	4833	7	\N
20189	5401	11	5054	4	111
20190	5401	11	5054	7	\N
20191	5401	11	5797	4	7
20192	5401	11	6621	4	7
20193	5401	11	48866	4	7
20194	5401	16	5401	16	9
20195	5401	16	5401	16	\N
20196	5401	17	5401	16	\N
20197	5401	18	5401	18	\N
20198	5401	20	3289	4	7
20199	5401	20	3744	4	7
20200	5401	20	3804	4	7
20201	5401	20	3986	4	7
20202	5401	20	4724	4	7
20203	5401	20	48998	4	7
20204	5402	11	4095	7	\N
20205	5402	11	6372	4	111
20206	5402	11	6372	7	\N
20207	5402	11	6621	4	7
20208	5402	16	5402	16	9
20209	5402	16	5402	16	\N
20210	5403	2	3474	2	\N
20211	5403	2	3798	2	\N
20212	5403	2	6572	2	\N
20213	5403	11	3798	4	7
20214	5403	16	5403	16	9
20215	5403	16	5403	16	\N
20216	5403	18	5403	18	\N
20217	5404	16	5404	16	9
20218	5404	16	5404	16	\N
20219	5405	16	5405	16	9
20220	5405	16	5405	16	\N
20221	5406	2	4233	2	\N
20222	5406	11	4233	7	\N
20223	5406	16	5406	16	9
20224	5406	16	5406	16	\N
20225	5407	2	5085	2	\N
20226	5407	2	5239	2	\N
20227	5407	16	5407	16	\N
20228	5408	2	3671	2	\N
20229	5408	3	6824	4	\N
20230	5408	10	6762	9	\N
20231	5408	16	5408	16	93
20232	5408	16	5408	16	\N
20233	5409	16	5409	16	\N
20234	5410	2	3710	2	\N
20235	5410	2	4132	2	\N
20236	5410	11	3816	4	7
20237	5410	11	5213	7	\N
20238	5410	16	5410	16	9
20239	5410	16	5410	16	\N
20240	5410	18	5410	18	\N
20241	5411	2	5509	2	\N
20242	5411	11	5509	4	143
20243	5411	11	48850	4	\N
20244	5411	16	5411	16	9
20245	5411	16	5411	16	\N
20246	5411	18	5411	18	\N
20247	5412	16	5412	16	\N
20248	5413	2	3248	2	\N
20249	5413	2	3589	2	\N
20250	5413	2	4444	2	\N
20251	5413	11	6621	4	7
20252	5413	14	6621	14	\N
20253	5413	16	5413	16	9
20254	5413	16	5413	16	\N
20255	5414	2	3826	2	\N
20256	5414	11	4900	4	111
20257	5414	14	5797	14	\N
20258	5414	16	5414	16	9
20259	5414	16	5414	16	\N
20260	5415	11	6237	7	\N
20261	5415	14	4260	14	\N
20262	5415	16	5415	16	111
20263	5415	16	5415	16	\N
20264	5416	16	5416	16	\N
20265	5417	16	5417	16	\N
20266	5418	5	3909	7	\N
20267	5418	16	5418	16	\N
20268	5419	11	4400	7	\N
20269	5419	12	5419	12	\N
20270	5419	16	5419	16	\N
20271	5420	11	4292	4	111
20272	5420	11	4292	7	\N
20273	5420	11	5258	4	7
20274	5420	11	5264	4	111
20275	5420	11	6693	4	111
20276	5420	12	5420	12	\N
20277	5420	14	5099	14	\N
20278	5420	14	5258	14	\N
20279	5420	14	5323	14	\N
20280	5420	14	6621	14	\N
20281	5420	16	5420	16	9
20282	5420	16	5420	16	\N
20283	5421	11	3751	4	111
20284	5421	11	3752	4	111
20285	5421	11	3752	4	\N
20286	5421	11	4084	4	111
20287	5421	11	4348	7	\N
20288	5421	11	4510	4	111
20289	5421	11	6250	7	\N
20290	5421	11	6716	4	\N
20291	5421	11	6802	4	111
20292	5421	16	5421	16	8
20293	5421	16	5421	16	9
20294	5421	16	5421	16	\N
20295	5422	11	4366	4	9
20296	5422	11	4621	4	111
20297	5422	11	4621	7	\N
20298	5422	11	5157	7	\N
20299	5422	11	6636	4	\N
20300	5422	11	6667	4	111
20301	5422	11	6743	4	111
20302	5422	12	5422	12	\N
20303	5422	16	5422	16	8
20304	5422	16	5422	16	9
20305	5422	16	5422	16	104
20306	5422	16	5422	16	\N
20307	5423	13	\N	\N	\N
20308	5423	16	5423	16	143
20309	5423	16	5423	16	\N
20310	5424	2	4740	2	\N
20311	5424	8	5424	8	\N
20312	5424	14	4632	14	\N
20313	5424	16	5424	16	9
20314	5424	16	5424	16	\N
20315	5424	18	5424	18	\N
20316	5425	13	\N	\N	\N
20317	5425	16	5425	16	110
20318	5425	16	5425	16	111
20319	5425	16	5425	16	\N
20320	5426	11	5425	7	\N
20321	5426	11	5425	13	\N
20322	5426	11	6149	4	7
20323	5426	14	4602	14	\N
20324	5426	16	5426	16	9
20325	5426	16	5426	16	\N
20326	5426	18	5426	18	\N
20327	5427	11	3625	7	\N
20328	5427	16	5427	16	111
20329	5427	16	5427	16	\N
20330	5428	2	5051	2	\N
20331	5428	2	5429	2	\N
20332	5428	2	5592	2	\N
20333	5428	3	6621	4	\N
20334	5428	11	3901	4	143
20335	5428	11	3901	7	\N
20336	5428	11	5429	7	\N
20337	5428	11	5429	13	\N
20338	5428	11	6621	4	7
20339	5428	14	4166	14	\N
20340	5428	14	5086	14	\N
20341	5428	14	5312	14	\N
20342	5428	14	5429	14	\N
20343	5428	16	5428	16	9
20344	5428	16	5428	16	\N
20345	5429	2	5428	2	\N
20346	5429	3	6621	4	\N
20347	5429	13	\N	\N	\N
20348	5429	14	5428	14	\N
20349	5429	16	5429	16	111
20350	5429	16	5429	16	\N
20351	5430	16	5430	16	\N
20352	5431	2	3517	2	\N
20353	5431	2	4185	2	\N
20354	5431	11	3994	7	\N
20355	5431	11	4065	4	7
20356	5431	11	5430	4	111
20357	5431	14	4065	14	\N
20358	5431	14	5025	14	\N
20359	5431	16	5431	16	9
20360	5431	16	5431	16	\N
20361	5432	2	3866	2	\N
20362	5432	2	5736	2	\N
20363	5432	2	5778	2	\N
20364	5432	11	4224	7	\N
20365	5432	11	6621	4	\N
20366	5432	11	6807	4	143
20367	5432	16	5432	16	9
20368	5432	16	5432	16	\N
20369	5433	11	5648	4	111
20370	5433	11	5648	4	\N
20371	5433	16	5433	16	\N
20372	5434	16	5434	16	\N
20373	5435	2	5738	2	\N
20374	5435	11	3460	4	7
20375	5435	11	4382	7	\N
20376	5435	11	4990	4	7
20377	5435	11	4990	7	\N
20378	5435	11	5669	4	7
20379	5435	11	6187	4	7
20380	5435	11	6621	4	7
20381	5435	11	54571	4	7
20382	5435	16	5435	16	9
20383	5435	16	5435	16	\N
20384	5436	2	3419	2	\N
20385	5436	2	3705	2	\N
20386	5436	2	4244	2	\N
20387	5436	11	3419	4	7
20388	5436	11	3520	4	7
20389	5436	11	3705	4	111
20390	5436	11	3705	7	\N
20391	5436	11	4209	4	7
20392	5436	11	5558	4	7
20393	5436	11	5742	7	\N
20394	5436	11	6663	4	111
20395	5436	14	3520	14	\N
20396	5436	14	4209	14	\N
20397	5436	14	6621	14	\N
20398	5436	16	5436	16	9
20399	5436	16	5436	16	\N
20400	5436	18	5436	18	\N
20401	5437	11	3390	4	7
20402	5437	11	4318	4	7
20403	5437	12	5437	12	\N
20404	5437	16	5437	16	9
20405	5437	16	5437	16	\N
20406	5438	2	5192	2	\N
20407	5438	11	4309	7	\N
20408	5438	11	5192	4	7
20409	5438	11	5557	4	7
20410	5438	11	5641	4	7
20411	5438	11	6305	4	143
20412	5438	14	5137	14	\N
20413	5438	16	5438	16	9
20414	5438	16	5438	16	\N
20415	5439	16	5439	16	\N
20416	5440	11	3697	4	112
20417	5440	11	5444	4	7
20418	5440	11	49039	4	7
20419	5440	14	3697	14	\N
20420	5440	16	5440	16	9
20421	5440	16	5440	16	\N
20422	5441	2	3531	2	\N
20423	5441	2	5069	2	\N
20424	5441	11	3685	7	\N
20425	5441	11	3742	4	7
20426	5441	11	4316	4	7
20427	5441	11	5069	4	7
20428	5441	11	5660	4	7
20429	5441	11	5829	4	174
20430	5441	11	6621	4	9
20431	5441	14	3251	14	\N
20432	5441	14	3742	14	\N
20433	5441	14	4761	14	\N
20434	5441	16	5441	16	9
20435	5441	16	5441	16	\N
20436	5442	12	5442	12	\N
20437	5442	16	5442	16	\N
20438	5443	2	4135	2	\N
20439	5443	11	6621	4	\N
20440	5443	16	5443	16	9
20441	5443	16	5443	16	\N
20442	5443	18	5443	18	\N
20443	5444	2	5199	2	\N
20444	5444	14	5199	14	\N
20445	5444	16	5444	16	9
20446	5444	16	5444	16	\N
20447	5444	18	5444	18	\N
20448	5445	2	3945	2	\N
20449	5445	2	4143	2	\N
20450	5445	11	4082	4	111
20451	5445	11	4082	7	\N
20452	5445	11	4641	4	143
20453	5445	11	4641	7	\N
20454	5445	11	6124	4	143
20455	5445	11	53761	4	141
20456	5445	14	3488	14	\N
20457	5445	14	4417	14	\N
20458	5445	14	4669	14	\N
20459	5445	16	5445	16	9
20460	5445	16	5445	16	\N
20461	5445	18	5445	18	\N
20462	5446	11	3852	4	111
20463	5446	14	3522	14	\N
20464	5446	16	5446	16	9
20465	5446	16	5446	16	\N
20466	5446	18	5446	18	\N
20467	5447	2	5464	2	\N
20468	5447	2	5545	2	\N
20469	5447	2	5716	2	\N
20470	5447	2	\N	\N	\N
20471	5447	11	5464	4	7
20472	5447	11	6141	4	137
20473	5447	13	\N	\N	\N
20474	5447	14	5459	14	\N
20475	5447	16	5447	16	9
20476	5447	16	5447	16	\N
20477	5448	11	4414	7	\N
20478	5448	16	5448	16	\N
20479	5450	11	4190	4	109
20480	5450	11	4190	7	\N
20481	5450	11	4960	4	111
20482	5450	11	4960	4	\N
20483	5450	11	4963	4	111
20484	5450	11	4963	7	\N
20485	5450	11	6222	7	\N
20486	5450	14	5457	14	\N
20487	5450	14	6222	14	\N
20488	5450	16	5450	16	8
20489	5450	16	5450	16	9
20490	5450	16	5450	16	\N
20491	5451	16	5451	16	9
20492	5451	16	5451	16	\N
20493	5452	2	3307	2	\N
20494	5452	2	3349	2	\N
20495	5452	11	3307	7	\N
20496	5452	11	3349	4	7
20497	5452	14	3307	14	\N
20498	5452	16	5452	16	9
20499	5452	16	5452	16	\N
20500	5453	2	6086	2	\N
20501	5453	11	3343	4	7
20502	5453	11	3602	4	149
20503	5453	11	3607	4	7
20504	5453	11	4199	4	111
20505	5453	11	4199	7	\N
20506	5453	11	6035	4	111
20507	5453	11	6035	7	\N
20508	5453	11	6086	4	7
20509	5453	11	6524	4	111
20510	5453	11	6621	4	7
20511	5453	14	3343	14	\N
20512	5453	14	3925	14	\N
20513	5453	16	5453	16	9
20514	5453	16	5453	16	\N
20515	5454	2	4894	2	\N
20516	5454	3	6621	4	\N
20517	5454	16	5454	16	\N
20518	5455	16	5455	16	\N
20519	5456	16	5456	16	93
20520	5456	16	5456	16	\N
20521	5457	2	4532	2	\N
20522	5457	11	4190	7	\N
20523	5457	11	4532	7	\N
20524	5457	11	4538	4	7
20525	5457	11	4653	4	112
20526	5457	11	4960	4	111
20527	5457	11	4960	4	\N
20528	5457	11	4960	7	\N
20529	5457	11	5409	4	111
20530	5457	11	5409	7	\N
20531	5457	11	6621	4	7
20533	5457	14	5450	14	\N
20534	5457	16	5457	16	8
20535	5457	16	5457	16	9
20536	5457	16	5457	16	\N
20537	5458	11	4350	4	143
20538	5458	16	5458	16	9
20539	5458	16	5458	16	\N
20540	5459	2	3271	2	\N
20541	5459	2	3963	2	\N
20542	5459	2	4246	2	\N
20543	5459	2	5545	2	\N
20544	5459	2	6243	2	\N
20545	5459	11	5008	13	7
20546	5459	11	5447	13	7
20547	5459	11	5545	13	\N
20548	5459	11	6243	13	7
20549	5459	13	\N	\N	\N
20550	5459	14	5447	14	\N
20551	5459	16	5459	16	9
20552	5459	16	5459	16	\N
20553	5459	18	5459	18	\N
20554	5460	5	5029	7	\N
20555	5460	11	3918	7	\N
20556	5460	11	5029	7	\N
20557	5460	14	3918	14	\N
20558	5460	16	5460	16	\N
20559	5461	2	4376	2	\N
20560	5461	11	6957	4	111
20561	5461	16	5461	16	\N
20562	5462	16	5462	16	\N
20563	5463	16	5463	16	\N
20564	5464	2	4246	2	\N
20565	5464	2	4362	2	\N
20566	5464	2	5068	2	\N
20567	5464	2	5447	2	\N
20568	5464	11	3963	7	\N
20569	5464	11	5068	7	\N
20570	5464	16	5464	16	9
20571	5464	16	5464	16	\N
20572	5464	18	5464	18	\N
20573	5465	16	5465	16	143
20574	5465	16	5465	16	\N
20575	5466	3	6627	4	5
20576	5466	3	6627	4	\N
20577	5466	13	\N	\N	\N
20578	5466	16	5466	16	\N
20579	5467	5	3909	7	\N
20580	5467	16	5467	16	\N
20581	5468	2	5109	2	\N
20582	5468	5	5245	7	\N
20583	5468	16	5468	16	\N
20584	5469	2	5317	2	\N
20585	5469	2	5859	2	\N
20586	5469	11	5859	4	7
20587	5469	16	5469	16	9
20588	5469	16	5469	16	\N
20589	5470	11	4786	4	109
20590	5470	11	4786	7	\N
20591	5470	11	5551	4	7
20592	5470	11	6304	4	111
20593	5470	11	6371	7	\N
20594	5470	11	6450	4	7
20595	5470	11	54608	4	7
20596	5470	16	5470	16	9
20597	5470	16	5470	16	\N
20598	5471	2	5704	2	\N
20599	5471	16	5471	16	9
20600	5471	16	5471	16	\N
20601	5472	2	4875	2	\N
20602	5472	11	4875	7	\N
20603	5472	11	5154	4	111
20604	5472	11	5154	7	\N
20605	5472	16	5472	16	9
20606	5472	16	5472	16	\N
20607	5472	18	5472	18	\N
20608	5473	12	5473	12	\N
20609	5473	16	5473	16	\N
20610	5473	19	5473	19	\N
20611	5474	2	4394	2	\N
20612	5474	11	3821	7	\N
20613	5474	16	5474	16	9
20614	5474	16	5474	16	\N
20615	5475	16	5475	16	\N
20616	5476	11	5830	7	\N
20617	5476	16	5476	16	9
20618	5476	16	5476	16	\N
20619	5477	2	3601	2	\N
20620	5477	11	3601	4	7
20621	5477	11	4250	7	\N
20622	5477	11	5088	4	112
20623	5477	11	5088	7	\N
20624	5477	16	5477	16	9
20625	5477	16	5477	16	\N
20626	5477	18	5477	18	\N
20627	5478	16	5478	16	\N
20628	5478	18	5478	18	\N
20629	5479	2	4186	2	\N
20630	5479	11	3300	4	7
20631	5479	11	5478	4	111
20632	5479	11	5478	4	\N
20633	5479	16	5479	16	9
20634	5479	16	5479	16	\N
20635	5479	18	5479	18	\N
20636	5480	2	6623	2	\N
20637	5480	16	5480	16	9
20638	5480	16	5480	16	\N
20639	5481	14	3781	14	\N
20640	5481	16	5481	16	\N
20641	5482	16	5482	16	\N
20642	5483	11	5484	4	7
20643	5483	12	5483	12	\N
20644	5483	14	3920	14	\N
20645	5483	16	5483	16	9
20646	5483	16	5483	16	\N
20647	5483	18	5483	18	\N
20648	5484	11	6700	4	111
20649	5484	14	3920	14	\N
20650	5484	16	5484	16	9
20651	5484	16	5484	16	\N
20652	5484	18	5484	18	\N
20653	5485	16	5485	16	\N
20654	5486	16	5486	16	\N
20655	5487	16	5487	16	\N
20656	5488	16	5488	16	\N
20657	5489	11	6983	4	111
20658	5489	16	5489	16	9
20659	5489	16	5489	16	\N
20660	5491	11	5045	7	\N
20661	5491	11	6621	4	7
20662	5491	16	5491	16	9
20663	5491	16	5491	16	\N
20664	5491	18	5491	18	\N
20665	5492	2	5002	2	\N
20666	5492	11	5002	7	\N
20667	5492	16	5492	16	8
20668	5492	16	5492	16	9
20669	5492	16	5492	16	\N
20670	5493	16	5493	16	\N
20671	5494	2	4427	2	\N
20672	5494	2	4646	2	\N
20673	5494	2	5137	2	\N
20674	5494	8	5494	8	\N
20675	5494	11	3727	4	7
20676	5494	11	3784	4	7
20677	5494	11	4309	4	7
20678	5494	11	4427	4	7
20679	5494	11	5493	4	143
20680	5494	16	5494	16	9
20681	5494	16	5494	16	\N
20682	5495	11	5496	7	\N
20683	5495	12	5495	12	\N
20684	5495	16	5495	16	\N
20685	5496	11	3274	7	\N
20686	5496	11	3718	7	\N
20687	5496	11	4125	4	7
20688	5496	11	4188	7	\N
20689	5496	11	4235	4	7
20690	5496	11	4374	4	7
20691	5496	11	5495	4	143
20692	5496	11	5495	7	\N
20693	5496	11	6621	4	7
20694	5496	13	\N	\N	\N
20695	5496	14	4188	14	\N
20696	5496	16	5496	16	9
20697	5496	16	5496	16	\N
20698	5496	18	5496	18	\N
20699	5497	16	5497	16	5
20700	5497	16	5497	16	107
20701	5497	16	5497	16	\N
20702	5498	11	4315	4	7
20703	5498	11	6297	4	7
20704	5498	11	6373	4	112
20705	5498	16	5498	16	9
20706	5498	16	5498	16	\N
20707	5498	18	5498	18	\N
20708	5499	2	4469	2	\N
20709	5499	2	4561	2	\N
20710	5499	2	4988	2	\N
20711	5499	11	4382	4	7
20712	5499	11	4562	4	7
20713	5499	11	4990	4	7
20714	5499	11	5119	4	7
20715	5499	11	5147	4	141
20717	5499	11	6621	4	7
20718	5499	16	5499	16	9
20719	5499	16	5499	16	\N
20720	5500	2	3710	2	\N
20721	5500	5	6621	7	\N
20722	5500	11	4978	4	7
20723	5500	11	5527	4	7
20724	5500	11	6621	4	7
20725	5500	14	3498	14	\N
20726	5500	14	3710	14	\N
20727	5500	14	5051	14	\N
20728	5500	16	5500	16	9
20729	5500	16	5500	16	\N
20730	5501	2	4482	2	\N
20731	5501	11	3542	4	7
20732	5501	16	5501	16	9
20733	5501	16	5501	16	\N
20734	5502	2	3820	2	\N
20735	5502	2	4470	2	\N
20736	5502	11	4614	7	\N
20737	5502	12	5502	12	\N
20738	5502	16	5502	16	9
20739	5502	16	5502	16	\N
20740	5502	18	5502	18	\N
20741	5503	16	5503	16	\N
20742	5504	2	5856	2	\N
20743	5504	11	4412	7	\N
20744	5504	16	5504	16	9
20745	5504	16	5504	16	\N
20746	5504	18	5504	18	\N
20747	5505	11	3932	7	\N
20748	5505	16	5505	16	9
20749	5505	16	5505	16	\N
20750	5506	12	5506	12	\N
20751	5506	13	\N	\N	\N
20752	5506	16	5506	16	93
20753	5506	16	5506	16	142
20754	5506	16	5506	16	\N
20755	5507	2	3509	2	\N
20756	5507	11	5506	7	\N
20757	5507	12	5507	12	\N
20758	5507	16	5507	16	9
20759	5507	16	5507	16	\N
20760	5507	18	5507	18	\N
20761	5508	3	6828	4	\N
20762	5508	16	5508	16	\N
20763	5509	2	5411	2	\N
20764	5509	16	5509	16	\N
20765	5510	16	5510	16	\N
20766	5510	19	5510	19	\N
20767	5511	11	3609	7	\N
20768	5511	16	5511	16	\N
20769	5512	11	3672	7	\N
20770	5512	16	5512	16	\N
20771	5513	11	6621	4	\N
20772	5513	11	6706	4	111
20773	5513	16	5513	16	9
20774	5513	16	5513	16	105
20775	5513	16	5513	16	\N
20776	5513	18	5513	18	\N
20777	5514	16	5514	16	\N
20778	5515	2	3665	2	\N
20779	5515	11	5514	4	143
20780	5515	16	5515	16	9
20781	5515	16	5515	16	\N
20782	5516	11	5488	7	\N
20783	5516	16	5516	16	9
20784	5516	16	5516	16	\N
20785	5517	2	3483	2	\N
20786	5517	2	3775	2	\N
20787	5517	2	4192	2	\N
20791	5518	16	5518	16	\N
20792	5519	11	5520	7	\N
20793	5519	13	\N	\N	\N
20794	5519	16	5519	16	141
20795	5519	16	5519	16	\N
20796	5519	18	5519	18	\N
20797	5520	11	3259	7	\N
20798	5520	11	3305	4	7
20799	5520	11	4047	7	\N
20800	5520	11	4118	4	7
20801	5520	11	5399	7	\N
20802	5520	11	5519	7	\N
20803	5520	11	5519	13	\N
20804	5520	11	49610	4	7
20805	5520	12	5520	12	\N
20806	5520	14	5399	14	\N
20807	5520	16	5520	16	9
20808	5520	16	5520	16	\N
20809	5520	18	5520	18	\N
20810	5521	2	5043	2	\N
20811	5521	11	5411	4	7
20812	5521	16	5521	16	9
20813	5521	16	5521	16	\N
20814	5522	16	5522	16	\N
20815	5523	2	3987	2	\N
20816	5523	11	3478	7	\N
20817	5523	16	5523	16	\N
20818	5524	2	3401	2	\N
20819	5524	2	4303	2	\N
20820	5524	11	4590	4	7
20821	5524	11	6621	4	7
20822	5524	16	5524	16	9
20823	5524	16	5524	16	\N
20824	5525	12	5525	12	\N
20825	5525	13	\N	\N	\N
20826	5525	16	5525	16	93
20827	5525	16	5525	16	143
20828	5525	16	5525	16	\N
20829	5526	2	3646	2	\N
20830	5526	2	4445	2	\N
20831	5526	2	5666	2	\N
20832	5526	11	3646	4	7
20833	5526	11	3912	4	7
20834	5526	11	4445	4	7
20835	5526	11	4832	7	\N
20836	5526	11	5525	7	\N
20837	5526	11	5525	13	\N
20838	5526	11	5666	4	7
20839	5526	11	6011	4	7
20840	5526	11	6175	4	7
20841	5526	11	6621	4	7
20842	5526	11	6621	4	\N
20843	5526	11	50658	4	7
20844	5526	14	3461	14	\N
20845	5526	14	4930	14	\N
20846	5526	14	6175	14	\N
20847	5526	16	5526	16	9
20848	5526	16	5526	16	\N
20849	5526	18	5526	18	\N
20850	5527	2	4370	2	\N
20851	5527	2	4978	2	\N
20852	5527	11	4978	7	\N
20853	5527	11	6791	4	111
20854	5527	14	3613	14	\N
20855	5527	16	5527	16	9
20856	5527	16	5527	16	\N
20857	5528	2	3275	2	\N
20858	5528	11	4079	7	\N
20859	5528	16	5528	16	\N
20860	5529	11	5405	4	7
20861	5529	11	6621	4	7
20862	5529	16	5529	16	9
20863	5529	16	5529	16	\N
20864	5530	2	4475	2	\N
20865	5530	11	3780	4	7
20866	5530	11	3793	4	7
20867	5530	11	4453	4	7
20868	5530	11	4566	4	7
20869	5530	11	4691	4	112
20870	5530	11	4691	7	\N
20871	5530	11	6094	4	7
20872	5530	11	6621	4	\N
20873	5530	11	49081	4	7
20874	5530	14	3780	14	\N
20875	5530	14	4453	14	\N
20876	5530	14	6094	14	\N
20877	5530	16	5530	16	9
20878	5530	16	5530	16	\N
20879	5531	16	5531	16	\N
20880	5532	10	6991	9	\N
20881	5532	16	5532	16	\N
20882	5533	2	3946	2	\N
20883	5533	2	4309	2	\N
20884	5533	2	6367	2	\N
20885	5534	11	6621	4	7
20886	5534	16	5534	16	9
20887	5534	16	5534	16	\N
20888	5534	18	5534	18	\N
20889	5535	2	3464	2	\N
20890	5535	11	6152	4	112
20891	5535	11	6621	4	7
20892	5535	16	5535	16	9
20893	5535	16	5535	16	\N
20894	5536	16	5536	16	9
20895	5536	16	5536	16	\N
20896	5537	2	3393	2	\N
20897	5537	2	3757	2	\N
20898	5537	2	4396	2	\N
20899	5538	11	4508	7	\N
20900	5538	11	5375	7	\N
20901	5538	16	5538	16	\N
20902	5539	11	5317	7	\N
20903	5539	12	5539	12	\N
20904	5539	16	5539	16	93
20905	5539	16	5539	16	\N
20906	5540	11	3549	4	7
20907	5540	11	3580	4	7
20908	5540	11	4408	4	112
20909	5540	11	4408	7	\N
20910	5540	11	5195	4	7
20911	5540	11	5229	4	7
20912	5540	11	5378	4	7
20913	5540	11	5498	4	7
20914	5540	11	6297	4	7
20915	5540	11	6742	4	111
20916	5540	12	5540	12	\N
20917	5540	14	5195	14	\N
20918	5540	16	5540	16	9
20919	5540	16	5540	16	105
20920	5540	16	5540	16	\N
20921	5540	18	5540	18	\N
20922	5541	8	5541	8	\N
20923	5541	11	6621	4	7
20924	5541	12	5541	12	\N
20925	5541	16	5541	16	9
20926	5541	16	5541	16	\N
20927	5541	18	5541	18	\N
20928	5542	2	4498	2	\N
20929	5542	8	5542	8	\N
20930	5542	11	4049	4	7
20931	5542	11	4727	4	7
20932	5542	11	5317	7	\N
20933	5542	11	5649	7	\N
20934	5542	14	3275	14	\N
20935	5542	14	4058	14	\N
20936	5542	14	4498	14	\N
20937	5542	14	4727	14	\N
20938	5542	16	5542	16	9
20939	5542	16	5542	16	\N
20940	5543	8	5543	8	\N
20941	5543	11	5276	4	7
20942	5543	11	5310	4	7
20943	5543	11	6833	4	111
20944	5543	14	5310	14	\N
20945	5543	16	5543	16	9
20946	5543	16	5543	16	\N
20947	5543	18	5543	18	\N
20948	5545	2	3271	2	\N
20949	5545	2	3413	2	\N
20950	5545	2	4213	2	\N
20951	5545	2	5008	2	\N
20952	5545	2	5447	2	\N
20953	5545	2	5459	2	\N
20954	5545	2	5716	2	\N
20955	5545	2	6243	2	\N
20956	5545	2	6280	2	\N
20957	5545	11	5716	7	\N
20958	5545	11	6280	4	141
20959	5545	13	\N	\N	\N
20960	5545	16	5545	16	9
20961	5545	16	5545	16	\N
20962	5545	18	5545	18	\N
20963	5546	2	3385	2	\N
20964	5546	2	5316	2	\N
20965	5546	11	5567	4	141
20966	5546	11	5567	7	\N
20967	5546	16	5546	16	9
20968	5546	16	5546	16	\N
20969	5546	18	5546	18	\N
20970	5547	11	3287	4	7
20971	5547	11	5564	7	\N
20972	5547	11	6553	4	143
20973	5547	11	6553	7	\N
20974	5547	16	5547	16	9
20975	5547	16	5547	16	\N
20976	5548	2	6623	2	\N
20977	5548	16	5548	16	9
20978	5548	16	5548	16	\N
20979	5549	14	3976	14	\N
20980	5549	14	4149	14	\N
20981	5549	14	6196	14	\N
20982	5549	16	5549	16	9
20983	5549	16	5549	16	\N
20984	5550	2	3886	2	\N
20985	5550	2	6117	2	\N
20986	5550	11	3415	4	141
20987	5550	11	3415	7	\N
20988	5550	14	5155	14	\N
20989	5550	16	5550	16	9
