censusmapid	censusmapyear	government	censusmapgovernmentname	censusmapexamined	censusmapmin	censusmapmax	censusmap1950pertinent	censusmap1960pertinent	censusmap1970pertinent
4013	1970	4458	Lewistown	f	f	t	f	f	f
4014	1960	4625	McVeytown	f	f	f	f	f	f
4015	1950	4625	McVeytown	f	t	f	f	f	f
4016	1970	4625	McVeytown	f	f	t	f	f	f
4017	1940	4634	Menno Township	f	t	t	f	f	f
4018	1960	4825	Newton Hamilton	f	f	f	f	f	f
4019	1950	4825	Newton Hamilton	f	t	f	f	f	f
4020	1970	4825	Newton Hamilton	f	f	t	f	f	f
4021	1940	4912	Oliver Township	f	t	t	f	f	f
4022	1940	5562	Union Township	f	t	t	f	f	f
4023	1940	5689	Wayne Township	f	t	t	f	f	f
4024	1970	2330	Yeagertown	f	f	f	f	f	f
4025	1960	2330	Yeagertown	f	f	f	f	f	f
4026	1950	2330	Yeagertown	f	f	f	f	f	f
4027	1970	2330	Reedsville	f	f	f	f	f	f
4028	1960	2330	Reedsville	f	f	f	f	f	f
4029	1950	2330	Reedsville	f	f	f	f	f	f
4030	1970	2330	Milroy	f	f	f	f	f	f
4031	1960	2330	Milroy	f	f	f	f	f	f
4032	1950	2330	Milroy	f	f	f	f	f	f
4033	1960	2330	Lewistown Junction	f	f	f	f	f	f
4034	1950	2330	Lewistown Junction	f	f	f	f	f	f
4035	1970	2330	Highland Park	f	f	f	f	f	f
4036	1960	2330	Highland Park	f	f	f	f	f	f
4037	1950	2330	Highland Park	f	f	f	f	f	f
4038	1970	2330	Belleville	f	f	f	f	f	f
4039	1960	2330	Belleville	f	f	f	f	f	f
4040	1950	2330	Belleville	f	f	f	f	f	f
4041	1970	2330		f	f	f	f	f	f
4042	1960	2330		f	f	f	f	f	f
4043	1950	2330		f	f	f	f	f	f
4044	1940	2330		f	f	f	f	f	f
4045	1930	2330		f	f	f	f	f	f
4046	1920	2331		f	f	f	f	f	f
4047	1950	3783	Delaware Water Gap	f	t	f	f	f	f
4048	1940	3710	Coalbaugh Township	f	t	t	f	f	f
4049	1940	3613	Chestnut Hill Township	f	t	t	f	f	f
4050	1950	2331	Arlington Heights-Pocono Rock	f	f	f	f	f	f
4051	1960	2331	Arlington Heights-Pocono Rock	f	f	f	f	f	f
4052	1970	2331	Arlington Heights-Pocono Rock	f	f	f	f	f	f
4053	1950	2331	Canadensis	f	f	f	f	f	f
4054	1940	3345	Barrett Township	f	t	t	f	f	f
4055	1940	4643	Middle Smithfield Township	f	t	t	f	f	f
4056	1930	3901	East Stroudsburg	f	t	f	f	f	f
4057	1970	3901	East Stroudsburg	f	f	t	f	f	f
4058	1940	3932	Eldred Township	f	t	t	f	f	f
4059	1940	4166	Hamilton Township	f	t	t	f	f	f
4060	1940	4307	Jackson Township	f	t	t	f	f	f
4061	1960	3783	Delaware Water Gap	f	f	f	f	f	f
4062	1970	3783	Delaware Water Gap	f	f	t	f	f	f
4063	1940	3901	East Stroudsburg	f	f	f	f	f	f
4064	1950	3901	East Stroudsburg	f	f	f	f	f	f
4065	1960	3901	East Stroudsburg	f	f	f	f	f	f
4066	1970	2331		f	f	f	f	f	f
4067	1960	2331		f	f	f	f	f	f
4068	1950	2331		f	f	f	f	f	f
4069	1940	2331		f	f	f	f	f	f
4070	1930	2331		f	f	f	f	f	f
4071	1960	4751	Mount Pocono	f	f	f	f	f	f
4072	1950	4751	Mount Pocono	f	t	f	f	f	f
4073	1970	4751	Mount Pocono	f	f	t	f	f	f
4074	1940	4946	Paradise Township	f	t	t	f	f	f
4075	1940	5051	Pocono Township	f	t	t	f	f	f
4076	1940	5058	Polk Township	f	t	t	f	f	f
4077	1940	5086	Price Township	f	t	t	f	f	f
4078	1940	5176	Ross Township	f	t	t	f	f	f
4079	1940	5312	Smithfield Township	f	t	t	f	f	f
4080	1940	5428	Stroud Township	f	t	f	f	f	f
4081	1970	5428	Stroud Township	f	f	t	f	f	f
4082	1940	5429	Stroudsburg	f	f	f	f	f	f
4083	1950	5429	Stroudsburg	f	f	f	f	f	f
4084	1930	5429	Stroudsburg	f	t	f	f	f	f
4085	1960	5429	Stroudsburg	f	f	t	f	f	f
4086	1940	5500	Tobyhanna Township	f	t	t	f	f	f
4087	1940	5527	Tunkhannock Township	f	t	t	f	f	f
4088	1970	5238	Schwenksville	f	f	t	f	f	f
4089	1950	5238	Schwenksville	f	t	f	f	f	f
4090	1960	5238	Schwenksville	f	f	f	f	f	f
4091	1950	5214	Salford Township	f	f	t	f	f	f
4092	1940	5214	Salford Township	f	t	f	f	f	f
4093	1970	5184	Royersford	f	f	t	f	f	f
4094	1930	5184	Royersford	f	t	f	f	f	f
4095	1960	5184	Royersford	f	f	f	f	f	f
4096	1950	5184	Royersford	f	f	f	f	f	f
4097	1940	5184	Royersford	f	f	f	f	f	f
4098	1960	5166	Rockledge	f	f	t	f	f	f
4099	1950	5166	Rockledge	f	t	f	f	f	f
4100	1970	5116	Red Hill	f	f	t	f	f	f
4101	1950	5116	Red Hill	f	t	f	f	f	f
4102	1960	5116	Red Hill	f	f	f	f	f	f
4103	1970	5082	Pottstown	f	f	t	f	f	f
4104	1900	5082	Pottstown	f	t	f	f	f	f
4105	1960	5082	Pottstown	f	f	f	f	f	f
4106	1950	5082	Pottstown	f	f	f	f	f	f
4107	1940	5082	Pottstown	f	f	f	f	f	f
4108	1930	5082	Pottstown	f	f	f	f	f	f
4109	1920	5082	Pottstown	f	f	f	f	f	f
4110	1910	5082	Pottstown	f	f	f	f	f	f
4111	1950	5050	Plymouth Township	f	f	t	f	f	f
4112	1940	5050	Plymouth Township	f	t	f	f	f	f
4113	1950	4987	Perkiomen Township	f	f	t	f	f	f
4114	1940	4987	Perkiomen Township	f	t	f	f	f	f
4115	1970	4982	Pennsburg	f	f	t	f	f	f
4116	1950	4982	Pennsburg	f	t	f	f	f	f
4117	1960	4982	Pennsburg	f	f	f	f	f	f
4118	1960	4873	North Wales	f	f	t	f	f	f
4119	1970	2332		f	f	f	f	f	f
4120	1940	5812	Whitpain Township	f	t	f	f	f	f
4121	1950	2332		f	f	f	f	f	f
4122	1940	2332		f	f	f	f	f	f
4123	1930	2332		f	f	f	f	f	f
4124	1950	4873	North Wales	f	t	f	f	f	f
4125	1960	6381	Norristown	f	f	t	f	f	f
4126	1910	6381	Norristown	f	t	f	f	f	f
4127	1950	6381	Norristown	f	f	f	f	f	f
4128	1940	6381	Norristown	f	f	f	f	f	f
4129	1930	6381	Norristown	f	f	f	f	f	f
4130	1920	6381	Norristown	f	f	f	f	f	f
4131	1950	4796	New Hanover Township	f	f	t	f	f	f
4132	1940	4796	New Hanover Township	f	t	f	f	f	f
4133	1960	4767	Narberth	f	f	t	f	f	f
4134	1930	4767	Narberth	f	t	f	f	f	f
4135	1950	4767	Narberth	f	f	f	f	f	f
4136	1950	4715	Montgomery Township	f	f	t	f	f	f
4137	1940	4715	Montgomery Township	f	t	f	f	f	f
4138	1950	4598	Marlboro Township	f	f	t	f	f	f
4139	1940	4598	Marlboro Township	f	t	f	f	f	f
4140	1950	4535	Lower Salford Township	f	f	t	f	f	f
4141	1940	4535	Lower Salford Township	f	t	f	f	f	f
4142	1950	4534	Lower Providence Township	f	f	t	f	f	f
4143	1940	4534	Lower Providence Township	f	t	f	f	f	f
4144	1950	4533	Lower Pottsgrove Township	f	f	t	f	f	f
4145	1940	4533	Lower Pottsgrove Township	f	t	f	f	f	f
4146	1950	4528	Lower Morehead Township	f	f	t	f	f	f
4147	1940	4528	Lower Morehead Township	f	t	f	f	f	f
4148	1950	4525	Lower Merion Township	f	f	t	f	f	f
4149	1930	4525	Lower Merion Township	f	t	f	f	f	f
4150	1940	4525	Lower Merion Township	f	f	f	f	f	f
4151	1950	4520	Lower Gwynedd Township	f	f	t	f	f	f
4152	1940	4520	Lower Gwynedd Township	f	t	f	f	f	f
4153	1950	4519	Lower Frederick Township	f	f	t	f	f	f
4154	1940	4519	Lower Frederick Township	f	t	f	f	f	f
4155	1950	4474	Limerick Township	f	f	t	f	f	f
4156	1940	4474	Limerick Township	f	t	f	f	f	f
4157	1960	4412	Lansdale	f	f	t	f	f	f
4158	1930	4412	Lansdale	f	t	f	f	f	f
4159	1950	4412	Lansdale	f	f	f	f	f	f
4160	1940	4412	Lansdale	f	f	f	f	f	f
4161	1960	4338	Jenkintown	f	f	t	f	f	f
4162	1940	4338	Jenkintown	f	t	f	f	f	f
4163	1950	4338	Jenkintown	f	f	f	f	f	f
4164	1950	4263	Horsham Township	f	f	t	f	f	f
4165	1940	4263	Horsham Township	f	t	f	f	f	f
4166	1960	4201	Hatfield	f	f	t	f	f	f
4167	1950	4201	Hatfield	f	t	f	f	f	f
4168	1950	4202	Hatfield Township	f	f	t	f	f	f
4169	1940	4202	Hatfield Township	f	t	f	f	f	f
4170	1960	4200	Hatboro	f	f	t	f	f	f
4171	1930	4200	Hatboro	f	t	f	f	f	f
4172	1950	4200	Hatboro	f	f	f	f	f	f
4173	1940	4200	Hatboro	f	f	f	f	f	f
4174	1970	4127	Greenlane	f	f	t	f	f	f
4175	1950	4127	Greenlane	f	t	f	f	f	f
4176	1960	4127	Greenlane	f	f	f	f	f	f
4177	1950	4036	Franconia Township	f	f	t	f	f	f
4178	1940	4036	Franconia Township	f	t	f	f	f	f
4179	1950	3887	East Norriton	f	f	t	f	f	f
4180	1940	3887	East Norriton	f	t	f	f	f	f
4181	1970	3870	East Greenville	f	f	t	f	f	f
4182	1950	3870	East Greenville	f	t	f	f	f	f
4183	1960	3870	East Greenville	f	f	f	f	f	f
4184	1950	3809	Douglas Township	f	f	t	f	f	f
4185	1940	3809	Douglas Township	f	t	f	f	f	f
4186	1960	3703	Conshohocken	f	f	t	f	f	f
4187	1930	3703	Conshohocken	f	t	f	f	f	f
4188	1950	3703	Conshohocken	f	f	f	f	f	f
4189	1940	3703	Conshohocken	f	f	f	f	f	f
4190	1960	3672	Collegeville	f	f	t	f	f	f
4191	1950	3672	Collegeville	f	t	f	f	f	f
4192	1940	3596	Cheltenham Township	f	f	t	f	f	f
4193	1930	3596	Cheltenham Township	f	t	f	f	f	f
4194	1950	3497	Bryn Athyn	f	t	f	f	f	f
4195	1960	3497	Bryn Athyn	f	f	t	f	f	f
4196	1960	3470	Bridgeport	f	f	t	f	f	f
4197	1930	3470	Bridgeport	f	t	f	f	f	f
4198	1950	3470	Bridgeport	f	f	f	f	f	f
4199	1940	3470	Bridgeport	f	f	f	f	f	f
4200	1950	3285	Ambler	f	f	f	f	f	f
4201	1960	3285	Ambler	f	f	t	f	f	f
4202	1920	3285	Ambler	f	t	f	f	f	f
4203	1940	3285	Ambler	f	f	f	f	f	f
4204	1930	3285	Ambler	f	f	f	f	f	f
4205	1950	3250	Abington Township	f	f	t	f	f	f
4206	1950	2332	Ambler Highlands-Ft. Washington	f	f	f	f	f	f
4207	1970	2332	Harleysville	f	f	f	f	f	f
4208	1950	2332	Horsham	f	f	f	f	f	f
4209	1950	2332	Jeffersonville	f	f	f	f	f	f
4210	1970	2332	Linfield	f	f	f	f	f	f
4211	1950	2332	Mont Clare	f	f	f	f	f	f
4212	1960	2332	Mont Clare	f	f	f	f	f	f
4213	1950	2332	Philadelphia, Vicinity of	f	f	f	f	f	f
4214	1960	2332	Philadelphia, Vicinity of	f	f	f	f	f	f
4215	1950	2332	Spring Mill-Cedar Heights	f	f	f	f	f	f
4216	1970	2332	Spring Mount	f	f	f	f	f	f
4217	1950	2332	Stowe	f	f	f	f	f	f
4218	1960	2332	Stowe	f	f	f	f	f	f
4219	1970	2332	Stowe	f	f	f	f	f	f
4220	1950	2332	Swedeland	f	f	f	f	f	f
4221	1950	2332	Swedesburg-Kings Manor	f	f	f	f	f	f
4222	1950	2332	West Ambler	f	f	f	f	f	f
4223	1960	2332		f	f	f	f	f	f
4224	1950	5811	Whitemarsh Township	f	f	t	f	f	f
4225	1940	5811	Whitemarsh Township	f	t	f	f	f	f
4226	1950	5772	West Pottsgrove Township	f	f	t	f	f	f
4227	1940	5772	West Pottsgrove Township	f	t	f	f	f	f
4228	1950	5764	West Norriton Township	f	f	t	f	f	f
4229	1940	5764	West Norriton Township	f	t	f	f	f	f
4230	1940	3250	Abington	f	t	f	f	f	f
4231	1960	5728	West Conshohocken	f	f	t	f	f	f
4232	1930	5728	West Conshohocken	f	t	f	f	f	f
4233	1950	5728	West Conshohocken	f	f	f	f	f	f
4234	1940	5728	West Conshohocken	f	f	f	f	f	f
4235	1950	5600	Upper Salford Township	f	f	t	f	f	f
4236	1940	5600	Upper Salford Township	f	t	f	f	f	f
4237	1950	5597	Upper Providence Township	f	f	t	f	f	f
4238	1940	5597	Upper Providence Township	f	t	f	f	f	f
4239	1940	5596	Upper Pottsgrove Township	f	t	t	f	f	f
4240	1940	5591	Upper Moreland Township	f	t	t	f	f	f
4241	1940	5588	Upper Merion Township	f	t	t	f	f	f
4242	1950	5582	Upper Hanover Township	f	f	t	f	f	f
4243	1940	5582	Upper Hanover Township	f	t	f	f	f	f
4244	1950	5581	Upper Gwynedd Township	f	f	t	f	f	f
4245	1940	5581	Upper Gwynedd Township	f	t	f	f	f	f
4246	1950	5580	Upper Frederick Township	f	f	t	f	f	f
4247	1940	5580	Upper Frederick Township	f	t	f	f	f	f
4248	1950	5577	Upper Dublin Township	f	f	t	f	f	f
4249	1940	5577	Upper Dublin Township	f	t	f	f	f	f
4250	1970	5512	Trappe	f	f	t	f	f	f
4251	1950	5512	Trappe	f	t	f	f	f	f
4252	1960	5512	Trappe	f	f	f	f	f	f
4253	1950	5504	Towamencin Township	f	f	t	f	f	f
4254	1940	5504	Towamencin Township	f	t	f	f	f	f
4255	1960	5473	Telford	f	f	t	f	f	f
4256	1950	5473	Telford	f	t	f	f	f	f
4257	1950	5392	Springfield Township	f	f	t	f	f	f
4258	1940	5392	Springfield Township	f	t	f	f	f	f
4259	1960	5324	Souderton	f	f	t	f	f	f
4260	1930	5324	Souderton	f	t	f	f	f	f
4261	1950	5324	Souderton	f	f	f	f	f	f
4262	1940	5324	Souderton	f	f	f	f	f	f
4263	1950	5299	Skippach Township	f	f	t	f	f	f
4264	1940	5299	Skippach Township	f	t	f	f	f	f
4265	1940	3758	Danville	f	f	f	f	f	f
4266	1950	5856	Worcester Township	f	f	t	f	f	f
4267	1940	5856	Worcester Township	f	t	f	f	f	f
4268	1950	5812	Whitpain Township	f	f	t	f	f	f
4269	1970	3758	Danville	f	f	t	f	f	f
4270	1930	3758	Danville	f	t	f	f	f	f
4271	1960	3758	Danville	f	f	f	f	f	f
4272	1950	3758	Danville	f	f	f	f	f	f
4273	1940	5743	West Hemlock Township	f	t	t	f	f	f
4274	1970	2333	Mechanicsville	f	f	f	f	f	f
4275	1960	2333	Mechanicsville	f	f	f	f	f	f
4276	1950	2333	Mechanicsville	f	f	f	f	f	f
4277	1940	3712	Cooper Township	f	t	t	f	f	f
4278	1930	2333		f	f	f	f	f	f
4279	1940	2333		f	f	f	f	f	f
4280	1950	2333		f	f	f	f	f	f
4281	1960	2333		f	f	f	f	f	f
4282	1970	2333		f	f	f	f	f	f
4283	1940	3293	Anthony Township	f	t	t	f	f	f
4284	1970	5677	Washingtonville	f	f	t	f	f	f
4285	1950	5677	Washingtonville	f	t	f	f	f	f
4286	1960	5677	Washingtonville	f	f	f	f	f	f
4287	1940	5614	Valley Township	f	t	t	f	f	f
4288	1940	4608	Mayberry Township	f	t	t	f	f	f
4289	1940	4566	Mahoning Township	f	t	t	f	f	f
4290	1940	4475	Limestone Township	f	t	t	f	f	f
4291	1940	4461	Liberty Township	f	t	t	f	f	f
4292	1940	3793	Derry Township	f	t	t	f	f	f
4293	1920	4877	Northampton	f	t	f	f	f	f
4294	1950	4877	Northampton	f	f	f	f	f	f
4295	1940	4877	Northampton	f	f	f	f	f	f
4296	1930	4877	Northampton	f	f	f	f	f	f
4297	1970	4768	Nazereth	f	f	t	f	f	f
4298	1930	4768	Nazereth	f	t	f	f	f	f
4299	1960	4768	Nazereth	f	f	f	f	f	f
4300	1950	4768	Nazereth	f	f	f	f	f	f
4301	1940	4768	Nazereth	f	f	f	f	f	f
4302	1940	4721	Moore Township	f	t	t	f	f	f
4303	1960	4221	Hellertown	f	f	t	f	f	f
4304	1930	4221	Hellertown	f	t	f	f	f	f
4305	1950	4221	Hellertown	f	f	f	f	f	f
4306	1940	4221	Hellertown	f	f	f	f	f	f
4307	1940	4177	Hanover Township	f	t	t	f	f	f
4308	1960	4109	Glendon	f	f	t	f	f	f
4309	1950	4109	Glendon	f	t	f	f	f	f
4310	1960	4067	Freemansburg	f	f	t	f	f	f
4311	1950	4067	Freemansburg	f	t	f	f	f	f
4312	1940	4019	Forks Township	f	t	t	f	f	f
4313	1960	3909	Easton	f	f	t	f	f	f
4314	1910	3909	Easton	f	t	f	f	f	f
4315	1950	3909	Easton	f	f	f	f	f	f
4316	1940	3909	Easton	f	f	f	f	f	f
4317	1930	3909	Easton	f	f	f	f	f	f
4318	1920	3909	Easton	f	f	f	f	f	f
4319	1970	3844	East Bangor	f	f	t	f	f	f
4320	1950	3844	East Bangor	f	t	f	f	f	f
4321	1960	3844	East Bangor	f	f	f	f	f	f
4322	1940	3843	East Allen Township	f	t	t	f	f	f
4323	1970	3588	Chapman	f	f	t	f	f	f
4324	1950	3588	Chapman	f	t	f	f	f	f
4325	1960	3588	Chapman	f	f	f	f	f	f
4326	1940	3516	Bushkill Township	f	t	t	f	f	f
4327	1940	3408	Bethlehem Township	f	t	t	f	f	f
4328	1970	3350	Bath	f	f	t	f	f	f
4329	1950	3350	Bath	f	t	f	f	f	f
4330	1960	3350	Bath	f	f	f	f	f	f
4331	1970	3337	Bangor	f	f	t	f	f	f
4332	1930	3337	Bangor	f	t	f	f	f	f
4333	1960	3337	Bangor	f	f	f	f	f	f
4334	1950	3337	Bangor	f	f	f	f	f	f
4335	1940	3337	Bangor	f	f	f	f	f	f
4336	1940	3278	Allentown Township	f	t	t	f	f	f
4337	1930	3407	Bethlehem	f	f	f	f	f	f
4338	1960	5733	West Easton	f	f	t	f	f	f
4339	1940	5818	Williams Township	f	t	t	f	f	f
4340	1940	5831	Wilson	f	f	f	f	f	f
4341	1950	5831	Wilson	f	f	f	f	f	f
4342	1930	5831	Wilson	f	t	f	f	f	f
4343	1960	5831	Wilson	f	f	t	f	f	f
4344	1960	5832	Wind Gap	f	f	f	f	f	f
4345	1950	5832	Wind Gap	f	t	f	f	f	f
4346	1970	5832	Wind Gap	f	f	t	f	f	f
4347	1970	2334	Martins Creek	f	f	f	f	f	f
4348	1950	2334	Martins Creek	f	f	f	f	f	f
4349	1970	2334	Eastlawn Gardens	f	f	f	f	f	f
4350	1960	2334	Allentown-Bethlehem, Vicinity of	f	f	f	f	f	f
4351	1950	2334	Allentown-Bethlehem, Vicinity of	f	f	f	f	f	f
4352	1910	6508	South Bethlehem	f	t	t	f	f	f
4353	1930	2334		f	f	f	f	f	f
4354	1940	2334		f	f	f	f	f	f
4355	1950	2334		f	f	f	f	f	f
4356	1960	2334		f	f	f	f	f	f
4357	1970	2334		f	f	f	f	f	f
4358	1940	3407	Bethlehem	f	f	f	f	f	f
4359	1950	5733	West Easton	f	t	f	f	f	f
4360	1940	5657	Washington Township	f	t	t	f	f	f
4361	1970	5639	Walnutport	f	f	t	f	f	f
4362	1960	5639	Walnutport	f	f	f	f	f	f
4363	1950	5639	Walnutport	f	t	f	f	f	f
4364	1940	5592	Upper Mt. Bethel Township	f	t	t	f	f	f
4365	1970	5467	Tatamy	f	f	t	f	f	f
4366	1950	5467	Tatamy	f	t	f	f	f	f
4367	1960	5467	Tatamy	f	f	f	f	f	f
4368	1970	5418	Stockertown	f	f	t	f	f	f
4369	1950	5418	Stockertown	f	t	f	f	f	f
4370	1960	5418	Stockertown	f	f	f	f	f	f
4371	1970	5174	Roseto	f	f	t	f	f	f
4372	1950	5174	Roseto	f	t	f	f	f	f
4373	1960	5174	Roseto	f	f	f	f	f	f
4374	1970	5078	Portland	f	f	t	f	f	f
4375	1950	5078	Portland	f	t	f	f	f	f
4376	1960	5078	Portland	f	f	f	f	f	f
4377	1940	5034	Plainfield Township	f	t	t	f	f	f
4378	1970	4962	Pen Argyl	f	f	t	f	f	f
4379	1930	4962	Pen Argyl	f	t	f	f	f	f
4380	1960	4962	Pen Argyl	f	f	f	f	f	f
4381	1950	4962	Pen Argyl	f	f	f	f	f	f
4382	1940	4962	Pen Argyl	f	f	f	f	f	f
4383	1940	4939	Palmer Township	f	t	t	f	f	f
4384	1960	4846	North Catasauqua	f	f	t	f	f	f
4385	1950	4846	North Catasauqua	f	t	f	f	f	f
4386	1960	4877	Northampton	f	f	t	f	f	f
4387	1970	4734	Mount Carmel	f	f	t	f	f	f
4388	1940	3652	Coal Township	f	t	t	f	f	f
4389	1940	3780	Delaware Township	f	t	t	f	f	f
4390	1940	3854	East Cameron Township	f	t	t	f	f	f
4391	1940	3856	East Chillisquaque Township	f	t	f	f	f	f
4392	1970	3856	East Chillisquaque Township	f	f	t	f	f	f
4393	1960	4231	Herndon	f	f	f	f	f	f
4394	1950	4231	Herndon	f	t	f	f	f	f
4395	1970	4231	Herndon	f	f	t	f	f	f
4396	1940	4312	Jackson Township	f	t	t	f	f	f
4397	1940	4353	Jordan Township	f	t	t	f	f	f
4398	1940	4390	Kulpmont	f	f	f	f	f	f
4399	1950	4390	Kulpmont	f	f	f	f	f	f
4400	1960	4390	Kulpmont	f	f	f	f	f	f
4401	1930	4390	Kulpmont	f	t	f	f	f	f
4402	1970	4390	Kulpmont	f	f	t	f	f	f
4403	1940	4453	Lewis Township	f	t	t	f	f	f
4404	1940	4490	Little Mahanoy Township	f	t	t	f	f	f
4405	1940	4514	Lower Augusta Township	f	t	t	f	f	f
4406	1940	4523	Lower Mahanoy Township	f	t	t	f	f	f
4407	1960	4616	McEwensville	f	f	f	f	f	f
4408	1950	4616	McEwensville	f	t	f	f	f	f
4409	1970	4616	McEwensville	f	f	t	f	f	f
4410	1960	4595	Marion Heights	f	f	f	f	f	f
4411	1950	4595	Marion Heights	f	t	f	f	f	f
4412	1970	4595	Marion Heights	f	f	t	f	f	f
4413	1940	4691	Milton	f	f	f	f	f	f
4414	1950	4691	Milton	f	f	f	f	f	f
4415	1960	4691	Milton	f	f	f	f	f	f
4416	1930	4691	Milton	f	t	f	f	f	f
4417	1970	4691	Milton	f	f	t	f	f	f
4418	1940	4734	Mount Carmel	f	f	f	f	f	f
4419	1950	4734	Mount Carmel	f	f	f	f	f	f
4420	1960	4734	Mount Carmel	f	f	f	f	f	f
4421	1930	4734	Mount Carmel	f	t	f	f	f	f
4422	1940	4735	Mount Carmel Township	f	t	t	f	f	f
4423	1940	4883	Northumber land	f	f	f	f	f	f
4424	1950	4883	Northumber land	f	f	f	f	f	f
4425	1960	4883	Northumber land	f	f	f	f	f	f
4426	1930	4883	Northumber land	f	t	f	f	f	f
4427	1970	4883	Northumber land	f	f	t	f	f	f
4428	1940	5053	Point Township	f	t	t	f	f	f
4429	1940	5105	Ralpho Township	f	t	t	f	f	f
4430	1960	5151	Riverside	f	f	f	f	f	f
4431	1950	5151	Riverside	f	t	f	f	f	f
4432	1970	5151	Riverside	f	f	t	f	f	f
4433	1940	5162	Rockefeller Township	f	t	t	f	f	f
4434	1940	5190	Rush Township	f	t	t	f	f	f
4435	1960	5261	Shamokin	f	f	f	f	f	f
4436	1950	5261	Shamokin	f	f	f	f	f	f
4437	1970	5261	Shamokin	f	f	t	f	f	f
4438	1940	5262	Sharaokin Township	f	t	t	f	f	f
4439	1960	5319	Snydertown	f	f	f	f	f	f
4440	1950	5319	Snydertown	f	t	f	f	f	f
4441	1970	5319	Snydertown	f	f	t	f	f	f
4442	1930	5449	Sunbury	f	f	f	f	f	f
4443	1940	5449	Sunbury	f	f	f	f	f	f
4444	1950	5449	Sunbury	f	f	f	f	f	f
4445	1960	5449	Sunbury	f	f	f	f	f	f
4446	1970	5449	Sunbury	f	f	t	f	f	f
4447	1940	5530	Turbot Township	f	t	t	f	f	f
4448	1960	5531	Turbotville	f	f	f	f	f	f
4449	1950	5531	Turbotville	f	t	f	f	f	f
4450	1970	5531	Turbotville	f	f	t	f	f	f
4451	1940	5572	Upper Augusta Township	f	t	t	f	f	f
4452	1940	5585	Upper Mahoney Township	f	t	t	f	f	f
4453	1940	5658	Washington Township	f	t	t	f	f	f
4454	1960	5682	Watsontown	f	f	f	f	f	f
4455	1950	5682	Watsontown	f	t	f	f	f	f
4456	1970	5682	Watsontown	f	f	t	f	f	f
4457	1940	5723	West Cameron Township	f	t	t	f	f	f
4458	1940	5726	West Chillisquaque Township	f	t	t	f	f	f
4459	1940	5886	Zerbe Township	f	t	t	f	f	f
4460	1920	6536	Sunbury	f	t	f	f	f	f
4461	1940	6195	Gearhart Township	f	t	t	f	f	f
4462	1940	6498	Shamokin	f	f	f	f	f	f
4463	1930	6498	Shamokin	f	f	f	f	f	f
4464	1920	6498	Shamokin	f	f	f	f	f	f
4465	1910	6498	Shamokin	f	t	f	f	f	f
4466	1930	2335		f	f	f	f	f	f
4467	1940	2335		f	f	f	f	f	f
4468	1950	2335		f	f	f	f	f	f
4469	1960	2335		f	f	f	f	f	f
4470	1970	2335		f	f	f	f	f	f
4471	1950	2335	Atlas	f	f	f	f	f	f
4472	1960	2335	Atlas	f	f	f	f	f	f
4473	1970	2335	Atlas	f	f	f	f	f	f
4474	1960	2335	Edgewood	f	f	f	f	f	f
4475	1950	2335	Edgewood-Femdale-Fairview	f	f	f	f	f	f
4476	1950	2335	Elysburg	f	f	f	f	f	f
4477	1960	2335	Elysburg	f	f	f	f	f	f
4478	1970	2335	Elysburg	f	f	f	f	f	f
4479	1960	2335	Fairview-Ferdale	f	f	f	f	f	f
4480	1970	2335	Fairview-Ferdale	f	f	f	f	f	f
4481	1950	2335	Locust Gap	f	f	f	f	f	f
4482	1960	2335	Locust Gap	f	f	f	f	f	f
4483	1950	2335	Marshallton	f	f	f	f	f	f
4484	1960	2335	Marshallton	f	f	f	f	f	f
4485	1970	2335	Marshallton	f	f	f	f	f	f
4486	1950	2335	Ranshaw	f	f	f	f	f	f
4487	1960	2335	Ranshaw	f	f	f	f	f	f
4488	1970	2335	Ranshaw	f	f	f	f	f	f
4489	1950	2335	Treverton	f	f	f	f	f	f
4490	1960	2335	Treverton	f	f	f	f	f	f
4491	1970	2335	Treverton	f	f	f	f	f	f
4492	1950	2335	Uniontown	f	f	f	f	f	f
4493	1960	2335	Uniontown	f	f	f	f	f	f
4494	1970	2335	Uniontown	f	f	f	f	f	f
4495	1960	3430	Bloomfield	f	t	f	f	f	f
4496	1960	3423	Blain	f	t	f	f	f	f
4497	1960	4785	New Buffalo	f	f	f	f	f	f
4498	1970	2336		f	f	f	f	f	f
4499	1960	2336		f	f	f	f	f	f
4500	1950	2336		f	f	f	f	f	f
4501	1940	2336		f	f	f	f	f	f
4502	1930	2336		f	f	f	f	f	f
4503	1960	3828	Duncannon	f	f	f	f	f	f
4504	1970	3580	Centre Township	f	f	t	f	f	f
4505	1940	3580	Centre Township	f	t	f	f	f	f
4506	1940	3549	Carroll Township	f	t	t	f	f	f
4507	1940	3504	Buffalo Township	f	t	t	f	f	f
4508	1970	3430	Bloomfield	f	f	t	f	f	f
4509	1970	3423	Blain	f	f	t	f	f	f
4510	1940	5536	Tuscarora Township	f	t	t	f	f	f
4511	1940	5540	Tyrone Township	f	t	t	f	f	f
4512	1940	5683	Watts Township	f	t	t	f	f	f
4513	1940	5798	Wheatfield Township	f	t	t	f	f	f
4514	1950	4785	New Buffalo	f	t	f	f	f	f
4515	1970	4785	New Buffalo	f	f	t	f	f	f
4516	1960	4821	Newport	f	f	f	f	f	f
4517	1950	4821	Newport	f	t	f	f	f	f
