affectedgovernmentgisid	affectedgovernment	governmentshape
17825	29163	5126
17826	29163	5278
17827	29163	5281
17828	29163	5338
17829	29163	5429
17830	29163	5443
17831	29163	5561
17832	29163	5599
17833	29163	5662
17834	29163	5671
17835	29163	5746
17836	29163	5780
17837	29163	5939
17838	29163	10449
17839	29163	10456
17840	29163	10464
17841	29163	10465
17842	29163	10466
17843	29163	10467
17844	29163	10468
17845	29163	10469
17846	29163	10475
17848	29163	12244
17849	29163	12245
17850	29163	12328
17851	29163	12330
17852	29163	12331
17853	29163	12332
17854	29163	12333
17855	29163	12334
17856	29163	12336
17857	29163	12339
17858	29163	13125
17859	29163	13126
17860	29163	13127
17861	29163	13128
17862	29163	13172
17863	29163	13173
17864	29163	13174
17865	29163	13175
17866	29163	13176
17867	29163	13177
17868	29163	13178
17869	29163	13179
17870	29163	13180
17871	29163	13181
17872	29163	13182
17873	29163	13196
17874	29163	13200
17875	29163	13202
17876	29163	13203
17877	73251	29716
17878	29163	29754
17881	29164	3636
17882	29164	14251
17883	29164	29698
17884	29164	29723
17885	29164	29724
17886	29164	29725
17887	73250	673
17888	73250	836
17889	73250	873
17890	73250	1299
17891	73250	1604
17892	73250	4859
17893	73250	5191
17894	73250	29727
17895	73251	18
17896	73251	25
17897	73251	53
17898	73251	155
17899	73251	207
17900	73251	248
17901	73251	383
17902	73251	578
17903	73251	605
17904	73251	608
17905	73251	654
17906	73251	659
17907	73251	668
17908	73251	847
17909	73251	1044
17910	73251	1146
17911	73251	1174
17912	73251	1231
17913	73251	1599
17914	73251	1661
17915	73251	1702
17916	73251	1778
17917	73251	1847
17918	73251	1854
17919	73251	1864
17920	73251	1929
17921	73251	1947
17922	73251	1969
17923	73251	1980
17924	73251	1987
17925	73251	2032
17927	73251	2093
17928	73251	2106
17929	73251	2140
17931	73251	2157
17932	73251	2271
17933	73251	2389
17934	73251	2424
17935	73251	2449
17936	73251	2485
17937	73251	2651
17938	73251	2657
17939	73251	2675
17941	73251	2750
17942	73251	2762
17943	73251	2799
17944	73251	2933
17945	73251	2942
17946	73251	3046
17947	73251	3201
17948	73251	3402
17949	73251	3426
17950	73251	3505
17951	73251	3552
17952	73251	3658
17953	73251	3743
17954	73251	3797
17955	73251	3798
17956	73251	3813
17957	73251	3886
17958	73251	4019
17959	73251	4020
17960	73251	4035
17961	73251	4118
17962	73251	4269
17963	73251	4756
17964	73251	4804
17965	73251	4983
17966	73251	5010
17967	73251	5048
17968	73251	5088
17969	73251	5288
17970	73251	5298
17971	73251	5329
17972	73251	5487
17973	73251	5600
17974	73251	5734
17975	73251	5757
17976	73251	5820
17977	73251	5914
17978	73251	10446
17979	73251	10447
17980	73251	10451
17981	73251	10453
17982	73251	10454
17983	73251	10455
17985	73251	10458
17986	73251	10459
17987	73251	10460
17988	73251	10461
17989	73251	10462
17990	73251	10463
17992	73251	12134
17993	73251	12135
17995	73251	12241
17996	73251	13197
18000	73251	29709
18002	73251	29711
18003	73251	29712
18004	73251	29713
18006	73251	29715
18007	73251	29729
18008	73251	29730
18009	73251	29731
18010	73251	29732
18011	73251	29733
18012	73251	29734
18013	73251	29735
18014	73251	29736
18015	73251	29737
18016	73251	29738
18017	73251	29739
18018	73251	29740
18019	73251	29741
18020	73251	29742
18021	73251	29757
18022	73252	177
18023	73252	754
18024	73252	1283
18025	73252	1530
18026	73252	1897
18027	73252	1930
18028	73252	3307
18029	73252	3622
18030	73252	3830
18031	73252	4490
18032	73252	4961
18033	73252	4962
18034	73252	5647
18035	73252	12099
18036	73252	12101
18037	73252	12170
18038	73252	12909
18039	73252	29178
18040	73252	29692
18041	73252	29693
18042	73252	29694
18043	73252	29695
18044	73252	29717
18045	73252	29718
18046	73252	29719
18047	73252	29720
18048	73252	29721
18049	73252	29722
18050	73253	395
18051	73253	5765
18053	73253	12916
18054	73253	29753
18055	29168	14
18056	29168	24
18057	29168	109
18058	29168	173
18059	29168	388
18060	29168	505
18061	29168	536
18062	29168	550
18063	29168	625
18064	29168	832
18065	29168	844
18066	29168	969
18067	29168	980
18068	29168	1096
18069	29168	1169
18070	29168	1260
18071	29168	1305
18072	29168	1359
18073	29168	1427
18074	29168	1579
18075	29168	1821
18076	29168	1839
18077	29168	2035
18078	29168	2037
18079	29168	2164
18080	29168	2186
18081	29168	2235
18082	29168	2295
18083	29168	2310
18084	29168	2420
18085	29168	2495
18086	29168	2502
18087	29168	2555
18088	29168	2558
18089	29168	2569
18090	29168	2728
18091	29168	2805
18092	29168	2874
18093	29168	2976
18094	29168	3218
18095	29168	3310
18096	29168	3406
18097	29168	3434
18098	29168	3570
18099	29168	3605
18100	29168	3803
18101	29168	3937
18102	29168	3964
18103	29168	4046
18104	29168	4117
18105	29168	4222
18106	29168	4236
18107	29168	4267
18108	29168	4320
18109	29168	4354
18110	29168	4484
18111	29168	4503
18112	29168	4786
18113	29168	4835
18114	29168	5126
18115	29168	5278
18116	29168	5281
18117	29168	5338
18118	29168	5429
18119	29168	5443
18120	29168	5561
18121	29168	5599
18122	29168	5662
18123	29168	5671
18124	29168	5746
18125	29168	5780
18126	29168	5939
18127	29168	10449
18128	29168	10456
18129	29168	10464
18130	29168	10465
18131	29168	10466
18132	29168	10467
18133	29168	10468
18134	29168	10469
18135	29168	10475
18137	29168	12244
18138	29168	12245
18139	29168	12328
18140	29168	12330
18141	29168	12331
18142	29168	12332
18143	29168	12333
18144	29168	12334
18145	29168	12336
18146	29168	12339
18147	29168	13125
18148	29168	13126
18149	29168	13127
18150	29168	13128
18151	29168	13172
18152	29168	13173
18153	29168	13174
18154	29168	13175
18155	29168	13176
18156	29168	13177
18157	29168	13178
18158	29168	13179
18159	29168	13180
18160	29168	13181
18161	29168	13182
18162	29168	13196
18163	29168	13200
18164	29168	13202
18165	29168	13203
18166	29168	30190
18167	29168	29754
18170	29169	14
18171	29169	24
18172	29169	109
18173	29169	173
18174	29169	388
18175	29169	505
18176	29169	536
18177	29169	550
18178	29169	625
18179	29169	832
18180	29169	844
18181	29169	969
18182	29169	980
18183	29169	1096
18184	29169	1169
18185	29169	1260
18186	29169	1305
18187	29169	1359
18188	29169	1427
18189	29169	1579
18190	29169	1821
18191	29169	1839
18192	29169	2035
18193	29169	2037
18194	29169	2164
18195	29169	2186
18196	29169	2235
18197	29169	2295
18198	29169	2310
18199	29169	2420
18200	29169	2495
18201	29169	2502
18202	29169	2555
18203	29169	2558
18204	29169	2569
18205	29169	2728
18206	29169	2805
18207	29169	2874
18208	29169	2976
18209	29169	3218
18210	29169	3310
18211	29169	3406
18212	29169	3434
18213	29169	3570
18214	29169	3605
18215	29169	3803
18216	29169	3937
18217	29169	3964
18218	29169	4046
18219	29169	4117
18220	29169	4222
18221	29169	4236
18222	29169	4267
18223	29169	4320
18224	29169	4354
18225	29169	4484
18226	29169	4503
18227	29169	4786
18228	29169	4835
18229	29169	5126
18230	29169	5278
18231	29169	5281
18232	29169	5338
18233	29169	5429
18234	29169	5443
18235	29169	5561
18236	29169	5599
18237	29169	5662
18238	29169	5671
18239	29169	5746
18240	29169	5780
18241	29169	5939
18242	29169	10449
18243	29169	10456
18244	29169	10464
18245	29169	10465
18246	29169	10466
18247	29169	10467
18248	29169	10468
18249	29169	10469
18250	29169	10475
18252	29169	12244
18253	29169	12245
18254	29169	12328
18255	29169	12330
18256	29169	12331
18257	29169	12332
18258	29169	12333
18259	29169	12334
18260	29169	12336
18261	29169	12339
18262	29169	13125
18263	29169	13126
18264	29169	13127
18265	29169	13128
18266	29169	13172
18267	29169	13173
18268	29169	13174
18269	29169	13175
18270	29169	13176
18271	29169	13177
18272	29169	13178
18273	29169	13179
18274	29169	13180
18275	29169	13181
18276	29169	13182
18277	29169	13196
18278	29169	13200
18279	29169	13202
18280	29169	13203
18281	29169	29716
18282	29169	29754
18285	29169	29757
18286	29169	4725
18291	29169	5389
18292	29169	180
18293	29169	409
18294	1190	29759
18295	1201	29759
18296	1188	29759
18297	487	29759
18298	73246	29759
18299	73251	29760
18300	73243	29760
18301	487	29760
18302	1201	29760
18303	1188	29760
18304	1190	29760
18305	29169	29760
18306	29169	1129
18307	29169	2562
18308	29169	29759
18311	29169	29758
18316	29159	29771
18317	28204	29771
18318	1501	14096
18321	28204	5505
18322	29159	5505
18323	42168	29770
18324	29159	29773
18325	28204	29773
18326	1442	29771
18327	42167	29773
18332	28204	29776
18333	29159	29776
18334	29159	29774
18335	28204	29774
18337	1482	29776
18338	1472	29774
18339	5840	29778
18340	5841	12794
18341	5793	29777
18342	5793	770
18343	5839	29777
18344	5839	770
18345	30027	12169
18346	1233	29779
18347	285	29779
18348	747	29779
18349	28204	29779
18350	1232	29779
18351	693	29779
18352	29159	29779
18353	29159	12195
18354	285	12195
18355	1233	12195
18356	1232	12195
18357	28204	12195
18358	693	12195
18359	74184	29779
18360	914	12195
18361	914	12213
18362	914	516
18363	914	12215
18364	914	12212
18365	29159	29780
18366	28204	29780
18367	914	29780
18368	914	12211
18369	864	12153
18370	864	12171
18371	864	12197
18372	864	12196
18373	864	12151
18374	864	12162
18375	864	12169
18376	864	12163
18377	864	12159
18378	864	12216
18379	864	12198
18380	864	12160
18381	864	12200
18382	864	12201
18383	74185	12168
18384	29159	29781
18385	28204	29781
18386	28204	29782
18387	29159	29782
18388	28204	29783
18389	29159	29783
18390	29159	29784
18391	28204	29784
18392	29159	29785
18393	28204	29785
18394	29159	29786
18395	28204	29786
18396	28204	29787
18397	29159	29787
18398	28204	29788
18399	29159	29788
18400	29159	29789
18401	28204	29789
18402	29159	29790
18403	28204	29790
18404	28204	29791
18405	29159	29791
18406	29159	29792
18407	28204	29792
18408	28204	29793
18409	29159	29793
18410	29159	29794
18411	28204	29794
18414	28204	29796
18415	29159	29796
18416	29159	29797
18417	28204	29797
18418	29159	29798
18419	28204	29798
18490	28204	29840
18491	29159	29840
18492	29159	29841
18493	28204	29841
18494	28204	29842
18495	29159	29842
18496	28204	29843
18497	29159	29843
18498	28204	29844
18499	29159	29844
18500	28204	29845
18501	29159	29845
18502	28204	29846
18503	29159	29846
18504	29159	29847
18505	28204	29847
18506	28204	29848
18507	29159	29848
18508	29159	29849
18509	28204	29849
18510	29159	29850
18511	28204	29850
18512	28204	29851
18513	29159	29851
18514	28204	29852
18515	29159	29852
18516	29159	29853
18517	28204	29853
18518	29159	29854
18519	28204	29854
18520	28204	29855
18521	29159	29855
18522	29159	29856
18523	28204	29856
18524	28204	29862
18525	29159	29862
18526	28204	29863
18527	29159	29863
18528	28216	219
18529	28216	286
18530	28216	516
18531	28216	542
18532	28216	882
18534	28216	1152
18535	28216	1319
18537	28216	1889
18538	28216	3474
18539	28216	3960
18541	28216	4633
18542	28216	4819
18544	28216	5361
18545	28216	5379
18546	28216	5447
18548	28216	11814
18549	28216	11815
18550	28216	12100
18551	28216	12103
18552	28216	12104
18553	28216	12151
18554	28216	12153
18555	28216	12154
18556	28216	12159
18557	28216	12160
18558	28216	12162
18559	28216	12163
18560	28216	12168
18561	28216	12169
18562	28216	12171
18563	28216	12192
18564	28216	12193
18565	28216	12195
18566	28216	12196
18567	28216	12197
18568	28216	12198
18569	28216	12200
18570	28216	12201
18572	28216	12210
18573	28216	12211
18574	28216	12212
18575	28216	12213
18576	28216	12215
18577	28216	12216
18578	28216	12222
18581	28216	13132
18582	28216	29531
18583	28216	29537
18586	28216	29543
18587	28216	29779
18588	28216	29780
18589	28214	314
18590	28214	890
18591	28214	912
18592	28214	1104
18593	28214	1309
18594	28214	1548
18595	28214	1571
18596	28214	1759
18597	28214	1893
18598	28214	2069
18600	28214	2529
18601	28214	2572
18602	28214	2724
18603	28214	2754
18604	28214	2867
18605	28214	3155
18606	28214	3447
18607	28214	3536
18608	28214	3624
18609	28214	3837
18610	28214	4001
18611	28214	4045
18612	28214	4794
18613	28214	4814
18614	28214	4893
18615	28214	5152
18616	28214	5232
18617	28214	5305
18618	28214	5442
18619	28214	5497
18620	28214	5570
18621	28214	5593
18622	28214	5826
18623	28214	5854
18624	28214	6623
18625	28214	6624
18626	28214	11808
18627	28214	11809
18628	28214	11810
18629	28214	12173
18630	28214	12361
18631	28214	13133
18632	28214	13134
18633	28214	13135
18634	28214	13137
18635	28214	29540
18636	28214	29542
18637	28214	29544
18638	28214	29545
18639	28214	29558
18640	28214	29559
18641	74186	314
18642	74186	1571
18643	74186	1893
18644	74186	2069
18645	74186	3624
18646	74186	4794
18647	74186	4893
18648	74186	13134
18649	74186	13135
18650	74186	13137
18651	74186	29558
18652	74186	29559
18653	1041	337
18654	1041	1464
18655	1041	1650
18657	1041	4721
18658	1041	5580
18659	1041	13136
18660	1041	29557
18661	1041	29781
18662	1041	29782
18663	1041	29783
18664	1041	29784
18665	1041	29785
18666	1044	2998
18667	1044	4143
18668	1044	5783
18669	1044	29539
18670	28213	268
18671	28213	325
18672	28213	518
18673	28213	528
18674	28213	703
18675	28213	719
18676	28213	908
18677	28213	1365
18678	28213	1369
18679	28213	1407
18680	28213	1429
18681	28213	1556
18682	28213	1765
18683	28213	2211
18685	28213	2592
18686	28213	2638
18687	28213	3014
18688	28213	3078
18689	28213	3134
18690	28213	3173
18691	28213	3515
18693	28213	3703
18695	28213	4077
18696	28213	4211
18697	28213	4367
18698	28213	4589
18699	28213	4695
18700	28213	4699
18701	28213	4712
18703	28213	5009
18704	28213	5011
18705	28213	5062
18706	28213	5071
18707	28213	5092
18708	28213	5203
18709	28213	5217
18710	28213	5225
18711	28213	5723
18712	28213	12098
18713	28213	29179
18714	28213	29180
18715	28213	29181
18716	28213	29182
18717	28213	29523
18718	28213	29524
18720	28213	29526
18721	28213	29527
18722	28213	29528
18723	28213	29529
18724	28213	29530
18725	28213	29532
18726	28213	29533
18729	28213	29536
18730	28213	29546
18731	28213	29547
18732	28213	29548
18733	28213	29549
18734	28213	29550
18735	28213	29551
18736	28213	29552
18737	28213	29553
18738	28213	29554
18739	28213	29555
18740	28213	29556
18741	28213	1580
18742	28204	29864
18743	29159	29864
18744	28214	29864
18748	29159	29866
18750	28204	29866
18756	29159	5321
18757	28204	5321
18760	29159	29867
18761	28204	29867
18762	28216	29867
18763	74191	29866
18764	28204	29857
18765	28204	29859
18766	28204	29800
18767	28204	29858
18768	28204	29803
18769	28204	29861
18770	28204	29860
18771	28204	29801
18776	29159	29860
18777	29159	29861
18778	29159	29803
18779	29159	29857
18780	29159	29859
18781	29159	29858
18782	29159	29800
18783	29159	29801
18784	28216	12224
18785	29159	12224
18786	28204	12224
18794	74192	12222
18795	864	12224
18797	864	12222
18798	29159	29870
18799	28216	29870
18800	28204	29870
18804	287	29869
18805	29159	29869
18806	864	29869
18807	28204	29869
18808	28216	29869
18820	29159	29871
18821	28216	29871
18822	28204	29871
18826	29159	29872
18827	28216	29872
18828	28204	29872
18829	29159	29541
18830	28216	29541
18831	28204	29541
18832	287	29541
18833	1009	29869
18834	1009	29541
18835	862	29872
18836	1009	12222
18837	862	29871
18838	1003	29541
18839	1003	29872
18840	864	29541
18841	861	12210
18842	11883	5525
18843	11903	29876
18844	11901	29878
18845	11911	29887
18846	11965	29885
18848	11968	29881
18849	11912	29893
18850	11922	29888
18851	11922	29892
18852	11916	1565
18853	11955	29896
18854	11921	29894
18855	11923	29890
18856	11910	29897
18857	11924	29891
18858	11886	29898
18859	11948	29899
18860	11950	3982
18861	11943	29903
18862	11943	29904
18863	11893	3466
18864	11893	29905
18865	11893	29902
18867	20292	29903
18868	20292	29904
18869	3080	3888
18871	3117	29907
18872	10636	29912
18873	10636	29911
18874	10636	29913
18875	1297	1155
18876	1297	1191
18877	1297	2209
18878	1297	2458
18879	1297	3509
18880	1297	3911
18881	1297	4017
18886	29160	4746
18887	28203	4746
18888	28203	29928
18889	29160	29928
18890	29160	29929
18891	28203	29929
18892	29160	29930
18893	28203	29930
18894	1299	2624
18895	1299	3439
18896	1299	12226
18898	1299	3309
18899	1299	295
18900	1299	12106
18901	1299	806
18902	1299	12105
18903	1299	5519
18904	1299	3777
18905	1299	5427
18906	1299	499
18907	1299	3863
18908	1299	5908
18909	1299	597
18910	1299	4746
18911	1299	29929
18912	29159	5804
18913	28204	5804
18914	1299	5804
18915	29159	29931
18916	28204	29931
18917	539	387
18918	1299	387
18921	29160	29933
18922	28203	29933
18923	1299	29933
18924	1299	29934
18925	29159	29934
18926	28204	29934
18929	29160	29932
18930	28203	29932
18931	946	29932
18932	946	5621
18933	593	29933
18934	593	29934
18935	593	3309
18936	593	3439
18937	549	29932
18938	549	5621
18939	563	7
18940	563	172
18941	563	221
18942	563	226
18943	563	295
18944	563	390
18945	563	499
18946	563	784
18947	563	806
18948	563	921
18949	563	1155
18950	563	1191
18951	563	1438
18952	563	1458
18953	563	1669
18954	563	2209
18955	563	2333
18956	563	2458
18957	563	2520
18958	563	2532
18959	563	2565
18960	563	2624
18961	563	2744
18962	563	2794
18963	563	2877
18964	563	2885
18965	563	2892
18966	563	3096
18967	563	3138
18968	563	3151
18969	563	3309
18970	563	3409
18971	563	3439
18972	563	3509
18973	563	3642
18974	563	3684
18975	563	3777
18976	563	3863
18977	563	3911
18978	563	3934
18979	563	4017
18980	563	4094
18981	563	4197
18982	563	4270
18983	563	4284
18984	563	4474
18985	563	4635
18986	563	4792
18987	563	4853
18988	563	5176
18989	563	5283
18990	563	5427
18991	563	5519
18992	563	5669
18993	563	5686
18994	563	5719
18995	563	5804
18996	563	5821
18997	563	5876
18998	563	5908
18999	563	12105
19000	563	12106
19001	563	12226
19002	563	12227
19003	563	12228
19004	563	12234
19005	563	13129
19006	563	13130
19007	563	13131
19008	563	14427
19009	563	14428
19010	563	29929
19011	563	29931
19012	563	29933
19013	563	29934
19014	563	387
19015	563	597
19016	563	4746
19017	840	2624
19018	840	3439
19019	840	12226
19020	840	3309
19021	840	295
19022	840	12106
19023	840	806
19024	840	12105
19025	840	5519
19026	840	3777
19027	840	5427
19028	840	499
19029	840	3863
19030	840	5908
19031	840	597
19032	840	4746
19033	840	29929
19034	840	5804
19035	840	387
19036	840	29933
19037	840	29934
19038	591	5804
19039	591	2624
19040	591	295
19041	591	12106
19042	591	806
19043	591	12105
19044	591	5519
19045	591	3777
19046	591	29929
19047	591	4746
19048	591	597
19049	591	387
19050	573	4746
19051	573	29929
19052	396	29928
19053	574	5804
